table,var,format,description,nomenclature
NS_TIP_F,CAI_LIQ_COD,CHAR(3),Code de la caisse de liquidation,-
NS_TIP_F,PRS_NAT_REF,NUMBER(4),Code de la prestation de référence,IR_NAT_V
NS_TIP_F,ETB_PRE_FIN,CHAR(8),N° FINESS de l'établissement prescripteur,-
NS_TIP_F,ETB_EXE_FIN,CHAR(8),N° FINESS de l'établissement exécutant,-
NS_TIP_F,RGO_REM_TAU,"NUMBER(5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_TIP_F,GRG_AFF_COD,CHAR(3),Code du grand régime d'affiliation,-
NS_TIP_F,CAI_AFF_COD,CHAR(3),Code de la caisse d'affiliation,-
NS_TIP_F,SLM_AFF_COD,CHAR(3),Code de la SLM,-
NS_TIP_F,FLX_TRT_DTD,DATE,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_TIP_F,FLX_DIS_DTD,DATE,Date de mise à disposition des données,IR_DTE_V
NS_TIP_F,FLX_EMT_TYP,NUMBER(2),Type d'émetteur,IR_FLP_R
NS_TIP_F,EXE_INS_DPT,CHAR(3),Département du professionnel de santé exécutant,-
NS_TIP_F,PRE_INS_DPT,CHAR(3),Département du professionnel de santé prescripteur,-
NS_TIP_F,ETE_DPT_COD,CHAR(3),Département de l'établissement exécutant,-
NS_TIP_F,ETP_DPT_COD,CHAR(3),Departement de l'établissement prescripteur,-
NS_TIP_F,BEN_RES_DPT,CHAR(3),Département de résidence du bénéficiaire,IR_DPT_V
NS_TIP_F,TIP_SEQ_NUM,NUMBER(8),Numéro séquentiel,-
NS_TIP_F,TIP_PRS_IDE,NUMBER(13),Code LPP du produit ou de la prestation,NT_LPP
NS_TIP_F,LPP_ECT_MNT,"NUMBER(7,2)",Montant total de l'écart indemnisable LPP,-
NS_TIP_F,LPP_ECU_MNT,"NUMBER(7,2)",Montant unitaire de l'écart indemnisable LPP,-
NS_TIP_F,TIP_ACL_DTD,DATE,Date de début de location ou d'achat,IR_DTE_V
NS_TIP_F,TIP_ACL_DTF,DATE,Date de fin de location ou d'achat,IR_DTE_V
NS_TIP_F,TIP_ACT_PRU,"NUMBER(10,5)",Prix unitaire LPP du produit ou de la prestation,-
NS_TIP_F,TIP_PRS_TYP,NUMBER(1),Type de prestation fournie,IR_PRF_V
NS_TIP_F,TIP_PUB_PRX,"NUMBER(7,2)",Prix unitaire public,-
NS_TIP_F,TIP_SIR_NUM,CHAR(14),N° SIRET Fabriquant/Importateur,-
NS_TIP_F,TIP_ACT_QSN,NUMBER(5),Quantité d'actes LPP,-
NS_PHA_F,CLE_DCI_JNT,RAW,Clé technique de jointure,-
NS_PHA_F,BEN_IDT_ANO,VARCHAR2(18),Identifiant bénéficiaire anonymisé,-
NS_PHA_F,BEN_IDT_TOP,NUMBER(1),Top identifiant bénéficiaire Anonymisé,-
NS_PHA_F,EXE_SOI_DTD,DATE,Date de début d'exécution des soins,IR_DTE_V
NS_PHA_F,EXE_SOI_DTF,DATE,Date de fin d'exécution des soins,IR_DTE_V
NS_PHA_F,EXE_SOI_AMD,CHAR(6),Date (année et mois) de début d'exécution des soins,-
NS_PHA_F,EXE_SOI_AMF,CHAR(6),Date (année et mois) de fin d'exécution des soins,-
NS_PHA_F,PFS_EXE_NUM,CHAR(8),N° du professionnel de santé exécutant,-
NS_PHA_F,PFS_PRE_NUM,CHAR(8),N° du professionnel de santé prescripteur,-
NS_PHA_F,GRG_LIQ_COD,CHAR(3),Code du grand régime de liquidation,-
NS_PHA_F,CAI_LIQ_COD,CHAR(3),Code de la caisse de liquidation,-
NS_PHA_F,PRS_NAT_REF,NUMBER(4),Code de la prestation de référence,IR_NAT_V
NS_PHA_F,ETB_PRE_FIN,CHAR(8),N° FINESS de l'établissement prescripteur,-
NS_PHA_F,ETB_EXE_FIN,CHAR(8),N° FINESS de l'établissement exécutant,-
NS_PHA_F,RGO_REM_TAU,"NUMBER(5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_PHA_F,GRG_AFF_COD,CHAR(3),Code du grand régime d'affiliation,-
NS_PHA_F,CAI_AFF_COD,CHAR(3),Code de la caisse d'affiliation,-
NS_PHA_F,SLM_AFF_COD,CHAR(3),Code de la SLM,-
NS_PHA_F,FLX_TRT_DTD,DATE,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_PHA_F,FLX_DIS_DTD,DATE,Date de mise à disposition des données,IR_DTE_V
NS_PHA_F,FLX_EMT_TYP,NUMBER(2),Type d'émetteur,IR_FLP_R
NS_PHA_F,EXE_INS_DPT,CHAR(3),Département du professionnel de santé exécutant,-
NS_PHA_F,PRE_INS_DPT,CHAR(3),Département du professionnel de santé prescripteur,-
NS_PHA_F,ETE_DPT_COD,CHAR(3),Département de l'établissement exécutant,-
NS_PHA_F,ETP_DPT_COD,CHAR(3),Departement de l'établissement prescripteur,-
NS_PHA_F,BEN_RES_DPT,CHAR(3),Département de résidence du bénéficiaire,IR_DPT_V
NS_PHA_F,PHA_SEQ_NUM,NUMBER(8),Numéro séquentiel,-
NS_PHA_F,PHA_PRS_C13,NUMBER(13),Code CIP de la pharmacie de ville (13 caractères),IR_PHA_R
NS_PHA_F,PHA_PRS_IDE,NUMBER(7),Code CIP de la pharmacie de ville (ancien code sur 7 caractères),IR_PHA_R
NS_PHA_F,PHA_ACT_PRU,"NUMBER(10,5)",Prix unitaire du médicament codé en CIP,-
NS_PHA_F,PHA_CPA_PCP ,CHAR(3),Condition particulière de prise en charge,NA
NS_PHA_F,PHA_DEC_PRU ,"NUMBER(7,2)",Prix unitaire de l'unité délivrée,NA
NS_PHA_F,PHA_DEC_TOP,CHAR(1),Top déconditionnement,-
NS_PHA_F,PHA_IDE_CPL,NUMBER(6),Préfixe du code CIP,-
NS_PHA_F,PHA_MOD_PRN,CHAR(1),Mode de prescription,-
NS_PHA_F,PHA_SEQ_RNV,NUMBER(2),Séquence de renouvellement,IR_SEQ_V
NS_PHA_F,PHA_SUB_MTF,NUMBER(1),Motif de substitution du médicament,IR_SUB_V
NS_PHA_F,PHA_ACT_QSC,NUMBER(5),"Nombre de conditionnements (boite, etc.)",-
NS_PHA_F,PHA_DEC_QSD ,NUMBER(5),"Nombre d'unités délivrées (comprimés, etc.) si déconditionnement",NA
NS_RAT_F,CLE_DCI_JNT,RAW,Clé technique de jointure,-
NS_RAT_F,BEN_IDT_ANO,VARCHAR2(18),Identifiant bénéficiaire anonymisé,-
NS_RAT_F,BEN_IDT_TOP,NUMBER(1),Top identifiant bénéficiaire Anonymisé,-
NS_RAT_F,EXE_SOI_DTD,DATE,Date de début d'exécution des soins,IR_DTE_V
NS_RAT_F,EXE_SOI_DTF,DATE,Date de fin d'exécution des soins,IR_DTE_V
NS_RAT_F,EXE_SOI_AMD,CHAR(6),Date (année et mois) de début d'exécution des soins,-
NS_RAT_F,EXE_SOI_AMF,CHAR(6),Date (année et mois) de fin d'exécution des soins,-
NS_RAT_F,PFS_EXE_NUM,CHAR(8),N° du professionnel de santé exécutant,-
NS_RAT_F,PFS_PRE_NUM,CHAR(8),N° du professionnel de santé prescripteur,-
NS_RAT_F,GRG_LIQ_COD,CHAR(3),Code du grand régime de liquidation,-
NS_RAT_F,CAI_LIQ_COD,CHAR(3),Code de la caisse de liquidation,-
NS_RAT_F,PRS_NAT_REF,NUMBER(4),Code de la prestation de référence,IR_NAT_V
NS_RAT_F,ETB_PRE_FIN,CHAR(8),N° FINESS de l'établissement prescripteur,-
NS_RAT_F,ETB_EXE_FIN,CHAR(8),N° FINESS de l'établissement exécutant,-
NS_RAT_F,RGO_REM_TAU,"NUMBER(5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_RAT_F,GRG_AFF_COD,CHAR(3),Code du grand régime d'affiliation,-
NS_RAT_F,CAI_AFF_COD,CHAR(3),Code de la caisse d'affiliation,-
NS_RAT_F,SLM_AFF_COD,CHAR(3),Code de la SLM,-
NS_RAT_F,FLX_TRT_DTD,DATE,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_RAT_F,FLX_DIS_DTD,DATE,Date de mise à disposition des données,IR_DTE_V
NS_RAT_F,FLX_EMT_TYP,NUMBER(2),Type d'émetteur,IR_FLP_R
NS_RAT_F,EXE_INS_DPT,CHAR(3),Département du professionnel de santé exécutant,-
NS_RAT_F,PRE_INS_DPT,CHAR(3),Département du professionnel de santé prescripteur,-
NS_RAT_F,ETE_DPT_COD,CHAR(3),Département de l'établissement exécutant,-
NS_RAT_F,ETP_DPT_COD,CHAR(3),Departement de l'établissement prescripteur,-
NS_RAT_F,BEN_RES_DPT,CHAR(3),Département de résidence du bénéficiaire,IR_DPT_V
NS_RAT_F,RAT_SEQ_NUM,NUMBER(8),Numéro séquentiel,-
NS_RAT_F,BEN_RAT_ANO,CHAR(17),N° anonymisé de rente (accident du travail / maladie professionnelle),-
NS_RAT_F,ATT_NAT,NUMBER(2),Nature de l'accident du travail,IR_ATT_V
NS_RAT_F,RAT_IPP_TAU,"NUMBER(5,2)",Taux de l'incapacité permanente (IPP),-
NS_RAT_F,RAT_IPP_DTE,DATE,Date d'effet du taux de l'incapacité permanente (IPP),IR_DTE_V
NS_DTR_F,CLE_DCI_JNT,RAW,Clé technique de jointure,-
NS_DTR_F,BEN_IDT_ANO,VARCHAR2(18),Identifiant bénéficiaire anonymisé,-
NS_DTR_F,BEN_IDT_TOP,NUMBER(1),Top identifiant bénéficiaire Anonymisé,-
NS_DTR_F,EXE_SOI_DTD,DATE,Date de début d'exécution des soins,IR_DTE_V
NS_DTR_F,EXE_SOI_DTF,DATE,Date de fin d'exécution des soins,IR_DTE_V
NS_DTR_F,EXE_SOI_AMD,CHAR(6),Date (année et mois) de début d'exécution des soins,-
NS_DTR_F,EXE_SOI_AMF,CHAR(6),Date (année et mois) de fin d'exécution des soins,-
NS_DTR_F,PFS_EXE_NUM,CHAR(8),N° du professionnel de santé exécutant,-
NS_DTR_F,PFS_PRE_NUM,CHAR(8),N° du professionnel de santé prescripteur,-
NS_DTR_F,GRG_LIQ_COD,CHAR(3),Code du grand régime de liquidation,-
NS_DTR_F,CAI_LIQ_COD,CHAR(3),Code de la caisse de liquidation,-
NS_DTR_F,PRS_NAT_REF,NUMBER(4),Code de la prestation de référence,IR_NAT_V
NS_DTR_F,ETB_PRE_FIN,CHAR(8),N° FINESS de l'établissement prescripteur,-
NS_DTR_F,ETB_EXE_FIN,CHAR(8),N° FINESS de l'établissement exécutant,-
NS_DTR_F,RGO_REM_TAU,"NUMBER(5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_DTR_F,GRG_AFF_COD,CHAR(3),Code du grand régime d'affiliation,-
NS_DTR_F,CAI_AFF_COD,CHAR(3),Code de la caisse d'affiliation,-
NS_DTR_F,SLM_AFF_COD,CHAR(3),Code de la SLM,-
NS_DTR_F,FLX_TRT_DTD,DATE,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_DTR_F,FLX_DIS_DTD,DATE,Date de mise à disposition des données,IR_DTE_V
NS_DTR_F,FLX_EMT_TYP,NUMBER(2),Type d'émetteur,IR_FLP_R
NS_DTR_F,EXE_INS_DPT,CHAR(3),Département du professionnel de santé exécutant,-
NS_DTR_F,PRE_INS_DPT,CHAR(3),Département du professionnel de santé prescripteur,-
NS_DTR_F,ETE_DPT_COD,CHAR(3),Département de l'établissement exécutant,-
NS_DTR_F,ETP_DPT_COD,CHAR(3),Departement de l'établissement prescripteur,-
NS_DTR_F,BEN_RES_DPT,CHAR(3),Département de résidence du bénéficiaire,IR_DPT_V
NS_DTR_F,DTR_SEQ_NUM,NUMBER(8),Numéro séquentiel,-
NS_DTR_F,TRS_PRS_IDE,NUMBER(13),"Code affiné du transport (forfait, km, majoration, supplément…)",IR_DTR_V
NS_DTR_F,TRS_ACT_PRU,"NUMBER(10,5)",Prix unitaire du code affiné du transport,-
NS_DTR_F,TRS_TRS_MTF,NUMBER(3),Motif du transport,IR_MTR_V
NS_DTR_F,TRS_ACT_QSN,NUMBER(5),Nombre de Km facturés ou de forfaits ou de majorations ou de suppléments,-
NS_TRS_F,CLE_DCI_JNT,RAW,Clé technique de jointure,-
NS_TRS_F,BEN_IDT_ANO,VARCHAR2(18),Identifiant bénéficiaire anonymisé,-
NS_TRS_F,BEN_IDT_TOP,NUMBER(1),Top identifiant bénéficiaire Anonymisé,-
NS_TRS_F,EXE_SOI_DTD,DATE,Date de début d'exécution des soins,IR_DTE_V
NS_TRS_F,EXE_SOI_DTF,DATE,Date de fin d'exécution des soins,IR_DTE_V
NS_TRS_F,EXE_SOI_AMD,CHAR(6),Date (année et mois) de début d'exécution des soins,-
NS_TRS_F,EXE_SOI_AMF,CHAR(6),Date (année et mois) de fin d'exécution des soins,-
NS_TRS_F,PFS_EXE_NUM,CHAR(8),N° du professionnel de santé exécutant,-
NS_TRS_F,PFS_PRE_NUM,CHAR(8),N° du professionnel de santé prescripteur,-
NS_TRS_F,GRG_LIQ_COD,CHAR(3),Code du grand régime de liquidation,-
NS_TRS_F,CAI_LIQ_COD,CHAR(3),Code de la caisse de liquidation,-
NS_TRS_F,PRS_NAT_REF,NUMBER(4),Code de la prestation de référence,IR_NAT_V
NS_TRS_F,ETB_PRE_FIN,CHAR(8),N° FINESS de l'établissement prescripteur,-
NS_TRS_F,ETB_EXE_FIN,CHAR(8),N° FINESS de l'établissement exécutant,-
NS_TRS_F,RGO_REM_TAU,"NUMBER(5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_TRS_F,GRG_AFF_COD,CHAR(3),Code du grand régime d'affiliation,-
NS_TRS_F,CAI_AFF_COD,CHAR(3),Code de la caisse d'affiliation,-
NS_TRS_F,SLM_AFF_COD,CHAR(3),Code de la SLM,-
NS_TRS_F,FLX_TRT_DTD,DATE,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_TRS_F,FLX_DIS_DTD,DATE,Date de mise à disposition des données,IR_DTE_V
NS_TRS_F,FLX_EMT_TYP,NUMBER(2),Type d'émetteur,IR_FLP_R
NS_TRS_F,EXE_INS_DPT,CHAR(3),Département du professionnel de santé exécutant,-
NS_TRS_F,PRE_INS_DPT,CHAR(3),Département du professionnel de santé prescripteur,-
NS_TRS_F,ETE_DPT_COD,CHAR(3),Département de l'établissement exécutant,-
NS_TRS_F,ETP_DPT_COD,CHAR(3),Departement de l'établissement prescripteur,-
NS_TRS_F,BEN_RES_DPT,CHAR(3),Département de résidence du bénéficiaire,IR_DPT_V
NS_TRS_F,TRS_SEQ_NUM,NUMBER(8),Numéro séquentiel,-
NS_TRS_F,TRS_DEP_CDP,CHAR(5),Code postal du lieu de départ du transport,-
NS_TRS_F,TRS_TRP_HRD,NUMBER(4),Heure de départ du transport,-
NS_TRS_F,TRS_DTD_DTE,DATE,Date de départ du transport,-
NS_TRS_F,TRS_DTD_AMD,CHAR(6),Date de départ (année et mois) du transport,-
NS_TRS_F,TRS_ARR_CDP,CHAR(5),Code postal du lieu d'arrivée du transport,-
NS_TRS_F,TRS_TRP_HRA,NUMBER(4),Heure d'arrivée du transport,-
NS_TRS_F,TRS_DTF_DTE,DATE,Date d'arrivée du transport,-
NS_TRS_F,TRS_DTF_AMF,CHAR(6),Date d'arrivée (année et mois) du transport,-
NS_UCD_F,CLE_DCI_JNT,RAW,Clé technique de jointure,-
NS_UCD_F,BEN_IDT_ANO,VARCHAR2(18),Identifiant bénéficiaire anonymisé,-
NS_UCD_F,BEN_IDT_TOP,NUMBER(1),Top identifiant bénéficiaire Anonymisé,-
NS_UCD_F,EXE_SOI_DTD,DATE,Date de début d'exécution des soins,IR_DTE_V
NS_UCD_F,EXE_SOI_DTF,DATE,Date de fin d'exécution des soins,IR_DTE_V
NS_UCD_F,EXE_SOI_AMD,CHAR(6),Date (année et mois) de début d'exécution des soins,-
NS_UCD_F,EXE_SOI_AMF,CHAR(6),Date (année et mois) de fin d'exécution des soins,-
NS_UCD_F,PFS_EXE_NUM,CHAR(8),N° du professionnel de santé exécutant,-
NS_UCD_F,PFS_PRE_NUM,CHAR(8),N° du professionnel de santé prescripteur,-
NS_UCD_F,GRG_LIQ_COD,CHAR(3),Code du grand régime de liquidation,-
NS_UCD_F,CAI_LIQ_COD,CHAR(3),Code de la caisse de liquidation,-
NS_UCD_F,PRS_NAT_REF,NUMBER(4),Code de la prestation de référence,IR_NAT_V
NS_UCD_F,ETB_PRE_FIN,CHAR(8),N° FINESS de l'établissement prescripteur,-
NS_UCD_F,ETB_EXE_FIN,CHAR(8),N° FINESS de l'établissement exécutant,-
NS_UCD_F,RGO_REM_TAU,"NUMBER(5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_UCD_F,GRG_AFF_COD,CHAR(3),Code du grand régime d'affiliation,-
NS_UCD_F,CAI_AFF_COD,CHAR(3),Code de la caisse d'affiliation,-
NS_UCD_F,SLM_AFF_COD,CHAR(3),Code de la SLM,-
NS_UCD_F,FLX_TRT_DTD,DATE,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_UCD_F,FLX_DIS_DTD,DATE,Date de mise à disposition des données,IR_DTE_V
NS_UCD_F,FLX_EMT_TYP,NUMBER(2),Type d'émetteur,IR_FLP_R
NS_UCD_F,EXE_INS_DPT,CHAR(3),Département du professionnel de santé exécutant,-
NS_UCD_F,PRE_INS_DPT,CHAR(3),Département du professionnel de santé prescripteur,-
NS_UCD_F,ETE_DPT_COD,CHAR(3),Département de l'établissement exécutant,-
NS_UCD_F,ETP_DPT_COD,CHAR(3),Departement de l'établissement prescripteur,-
NS_UCD_F,BEN_RES_DPT,CHAR(3),Département de résidence du bénéficiaire,IR_DPT_V
NS_UCD_F,UCD_SEQ_NUM,NUMBER(8),Numéro séquentiel,-
NS_UCD_F,UCD_UCD_COD,CHAR(13),Code UCD de la pharmacie hospitalière,NU_UCD_R
NS_UCD_F,UCD_ACH_PRU,"NUMBER(7,2)",Prix d'achat unitaire,-
NS_UCD_F,UCD_CAL_PRU,"NUMBER(7,2)",Prix unitaire calculé,-
NS_UCD_F,UCD_ECT_MNT,"NUMBER(7,2)",Montant UCD total de l'écart indemnisable,-
NS_UCD_F,UCD_ECU_MNT,"NUMBER(7,2)",Montant UCD unitaire de l'écart indemnisable,-
NS_UCD_F,UCD_FAC_PRU,"NUMBER(7,2)",Prix unitaire facturé,-
NS_UCD_F,UCD_FRC_COE,"NUMBER(5,4)",Coefficient de fractionnement,-
NS_UCD_F,UCD_MAR_MNT,"NUMBER(7,2)",Montant UCD TTC de la marge de rétrocession,-
NS_UCD_F,UCD_RCT_COU,"NUMBER(7,2)",Coût de reconstitution du médicament,-
NS_UCD_F,UCD_TOP_UCD,NUMBER(1),Top UCD,-
NS_UCD_F,UCD_TTF_MNT,"NUMBER(7,2)",Montant total TTC facturé,-
NS_UCD_F,UCD_DLV_NBR,NUMBER(5),Nombre d'unités délivrées,-
IR_IBA_R,BEN_IDT_ANO,VARCHAR2(18),Identifiant bénéficiaire anonymisé,-
IR_IBA_R,BEN_IDT_TOP,NUM(1),Top identifiant bénéficiaire Anonymisé,-
IR_IBA_R,ASS_NIR_ANO,CHAR(17),Matricule anonymisé de l'ouvreur de droits,-
IR_IBA_R,BEN_CDI_NIR,CHAR(2),Qualité du matricule de l'ouvreur de droits,-
IR_IBA_R,BEN_NAI_ANN,CHAR(4),Année de naissance du bénéficiaire,-
IR_IBA_R,BEN_NAI_MOI,CHAR(2),Mois de naissance du bénéficiaire,-
IR_IBA_R,BEN_SEX_COD,NUM(1),Code sexe du bénéficiaire,-
IR_IBA_R,BEN_DCD_DTE,DATE,Date de décès du bénéficiaire,-
IR_IBA_R,BEN_DCD_AME,CHAR(6),Année et mois de décès du bénéficiaire,-
IR_IBA_R,ORG_AFF_BEN,CHAR(9),Organisme d'affiliation,-
IR_IBA_R,BEN_RES_DPT,CHAR(3),Département de résidence du destinataire du règlement,-
IR_IBA_R,BEN_RES_COM,CHAR(3),commune de résidence du destinataire du règlement,-
IR_IBA_R,BEN_TOP_CNS,NUM(1),top consommant / non consommant,-
IR_IBA_R,MAX_TRT_DTD,DATE,date maximale de traitement d'une prestation,-
IR_IBA_R,ORG_CLE_NEW,CHAR(9),organisme de liquidation,-
IR_IBA_R,BEN_DTE_INS,DATE,date d'insertion dans le référentiel,-
IR_IBA_R,BEN_DTE_MAJ,DATE,date de mise à jour,-
IR_IMB_R,BEN_NIR_PSA,char(17),Pseudonyme du bénéficiaire,-
IR_IMB_R,BEN_RNG_GEM,num(8),Rang gémellaire,-
IR_IMB_R,IMB_ALD_DTD,date,Date de début de la pathologie,-
IR_IMB_R,IMB_ALD_DTF,date,Date de fin de la pathologie,-
IR_IMB_R,IMB_ALD_NUM,num(8),Numéro d'ALD sur la liste,IR_ALD_V
IR_IMB_R,IMB_ETM_NAT,num(8),"Type de PEC (ALD, Invalidité ou ATMP)",-
IR_IMB_R,IMB_MLP_BTR,char(1),Numéro de tableau maladies professionnelles,-
IR_IMB_R,IMB_MLP_TAB,char(3),"Tableau MP (A, B=bis, T=ter)",-
IR_IMB_R,IMB_SDR_LOP,char(1),"Localisation, paragraphe, syndrome",-
IR_IMB_R,INS_DTE,date,Date d'insertion dans le référentiel,-
IR_IMB_R,MED_MTF_COD,char(6),Motif médical ou pathologie (Code CIM10),IR_CIM_V
IR_IMB_R,MED_NCL_IDT,char(10),Nomenclature médicale (CIM10),-
IR_IMB_R,UPD_DTE,date,Date de mise à jour,-
IR_ACS_R,BEN_NIR_PSA,char(17),Pseudo NIR du bénéficiaire anonymisé,-
IR_ACS_R,BEN_RNG_GEM,num(1),Code rang gémellaire du bénéficiaire,-
IR_ACS_R,BEN_NIR_ANO,char(17),NIR anonymisé du bénéficiaire,-
IR_ACS_R,BEN_IDT_ANO,char(18),Identifiant synthétique pseudonymisé du bénéficiaire,-
IR_ACS_R,FAM_DRT_VRU,char(1),Code de verrouillage des droits,NA
IR_ACS_R,FAM_DRT_DSD,date,Date de début de verrouillage des droits,NA
IR_ACS_R,FAM_DRT_DSF,date,Date de fin de verrouillage des droits,NA
IR_ORC_R,BEN_NIR_PSA,char(17),Pseudo NIR du bénéficiaire anonymisé,-
IR_ORC_R,BEN_RNG_GEM,num(1),Code rang gémellaire du bénéficiaire,-
IR_ORC_R,BEN_NIR_ANO,char(17),NIR anonymisé du bénéficiaire,-
IR_ORC_R,BEN_IDT_ANO,char(18),Identifiant synthétique pseudonymisé du bénéficiaire,-
IR_ORC_R,BEN_CTA_TYP,num(8),Type de contrat complémentaire,IR_CTA_V
IR_ORC_R,BEN_CMU_ORG,char(9),N° de l’organisme complémentaire,-
IR_ORC_R,MLL_CTA_DSD,date,Date de début du contrat complémentaire,NA
IR_ORC_R,MLL_CTA_DSF,date,Date de fin du contrat complémentaire,NA
IR_ORC_R,IND_RNM_BEN,char(1),Top RNIAM,NA
IR_ETM_R,BEN_NIR_PSA,char(17),Pseudo NIR du bénéficiaire anonymisé,-
IR_ETM_R,BEN_RNG_GEM,num(1),Code rang gémellaire du bénéficiaire,-
IR_ETM_R,BEN_NIR_ANO,char(17),NIR anonymisé du bénéficiaire,-
IR_ETM_R,BEN_IDT_ANO,char(18),Identifiant synthétique pseudonymisé du bénéficiaire,-
IR_ETM_R,BEN_EXO_MTF,num(8),Motif d’exonération du ticket modérateur,NA
IR_ETM_R,BEN_EXO_DTD,date,Date de début d’exonération,NA
IR_ETM_R,BEN_EXO_DTF,date,Date de fin d’exonération,NA
IR_ETM_R,IND_RNM_BEN,char(1),Top RNIAM,NA
IR_MAT_R,BEN_NIR_PSA,char(17),Pseudo NIR du bénéficiaire anonymisé,-
IR_MAT_R,BEN_RNG_GEM,num(1),Code rang gémellaire du bénéficiaire,-
IR_MAT_R,BEN_NIR_ANO,char(17),NIR anonymisé du bénéficiaire,-
IR_MAT_R,BEN_IDT_ANO,char(18),Identifiant synthétique pseudonymisé du bénéficiaire,-
IR_MAT_R,BEN_GRS_DTE,date,Date présumée de grossesse,NA
IR_MAT_R,BEN_DRA_AME,char(6),Année et mois de l’accouchement,NA
IR_MAT_R,IND_RNM_BEN,char(1),Top RNIAM,NA
IR_MTT_R,BEN_NIR_PSA,char(17),Pseudo NIR du bénéficiaire anonymisé,-
IR_MTT_R,BEN_RNG_GEM,num(1),Code rang gémellaire du bénéficiaire,-
IR_MTT_R,BEN_NIR_ANO,char(17),NIR anonymisé du bénéficiaire,-
IR_MTT_R,BEN_IDT_ANO,char(18),Identifiant synthétique pseudonymisé du bénéficiaire,-
IR_MTT_R,IND_RNM_BEN,char(1),Top RNIAM,NA
IR_MTT_R,MTT_DEP_DTE,date,date de début du contrat avec le médecin traitant,NA
IR_MTT_R,MTT_FIN_DTE,date,date de fin du contrat avec le médecin traitant,NA
IR_MTT_R,MTT_MTF_COD,char(3),Motif de résiliation du contrat avce le médecin traitant,NA
IR_MTT_R,MTT_ORI_COD,char(1),Origine de la saisie ou de la mise à jour de la déclaration de médecin traitant,NA
IR_MTT_R,MTT_PFS_NUM,char(17),Numéro du médecin traitant,NA
CT_IDE_AAAA_GN,id_carto,Char (18),Identifiant bénéficiaire cartographie,-
CT_IDE_AAAA_GN,ben_nir_psa,Char (17),Identifiant anonyme du patient dans le SNIIRAM,NA
CT_IDE_AAAA_GN,ben_rng_gem,Num (8),Rang de naissance,NA
CT_IDE_AAAA_GN,version,Char (2),Version de la cartographie,-
CT_IND_AAAA_GN,id_carto,Char (18),Identifiant bénéficiaire cartographie,-
CT_IND_AAAA_GN,ben_sex_cod,Num (3),Sexe du bénéficiaire,-
CT_IND_AAAA_GN,ben_nai_ann,Char (4),Année de naissance du bénéficiaire,-
CT_IND_AAAA_GN,age,Num (8),Age du bénéficiaire,-
CT_IND_AAAA_GN,cla_age_ct,Char (5),Classes d'âge du bénéficiaire (cartographie),-
CT_IND_AAAA_GN,cla_age_5,Char (5),Classes d'âge du bénéficiaire (quinquennales),-
CT_IND_AAAA_GN,old_cod_reg,Char (2),Région de résidence du bénéficiaire (ancien codage),-
CT_IND_AAAA_GN,new_cod_reg,Char (2),Région de résidence du bénéficiaire (nouveau codage),-
CT_IND_AAAA_GN,dpt,Char (3),Département de résidence du bénéficiaire,-
CT_IND_AAAA_GN,regime,Char (6),Régime du bénéficiaire,-
CT_IND_AAAA_GN,source,Char (3),Source de provenance du bénéficiaire,-
CT_IND_AAAA_GN,cmu,Num (3),Bénéficiaire de la Couverture Maladie Universelle complémentaire,-
CT_IND_AAAA_GN,ben_dcd_dte,Num (8),Date de décés du bénéficiaire,-
CT_IND_AAAA_GN,dcd_3112,Num (8),Bénéficiaire décédé au 31 décembre de l'année N,-
CT_IND_AAAA_GN,ben_acs_top,Num (3),Bénéficiaire de l'aide à la complémentaire santé,-
CT_IND_AAAA_GN,ben_aah_top,Num (3),Bénéficiaire de l'allocation adulte handicapé,-
CT_IND_AAAA_GN,top_CvIDM_aig,Num (3),Syndrome coronaire aigu,-
CT_IND_AAAA_GN,top_CvCoron_chr,Num (3),Maladie coronaire chronique,-
CT_IND_AAAA_GN,sup_CvIDMCor_cat,Num (3),Maladie coronaire,-
CT_IND_AAAA_GN,top_CvAVC_aig,Num (3),Accident vasculaire cérébral aigu,-
CT_IND_AAAA_GN,top_CvAVC_seq,Num (3),Séquelle d'accident vasculaire cérébral,-
CT_IND_AAAA_GN,sup_CvAVC_cat,Num (3),Accident vasculaire cérébral,-
CT_IND_AAAA_GN,top_CvIC_aig,Num (3),Insuffisance cardiaque aiguë,-
CT_IND_AAAA_GN,top_CvIC_chr,Num (3),Insuffisance cardiaque chronique,-
CT_IND_AAAA_GN,sup_CvIC_cat,Num (3),Insuffisance cardiaque,-
CT_IND_AAAA_GN,top_CvAOMI_ind,Num (3),Artériopathie oblitérante du membre inférieur,-
CT_IND_AAAA_GN,top_CvTrRyC_ind,Num (3),Troubles du rythme ou de la conduction cardiaque,-
