"nom_table";"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB"
"CAM_PRS_IDE";"DEGF002";"Ablation de plusieurs sondes définitives intracavitaires de stimulation cardiaque sans utilisation de dispositif spécifique, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DEGF003";"Ablation de plusieurs sondes définitives intracavitaires de stimulation cardiaque avec utilisation de dispositif spécifique, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DEGF006";"Ablation d'une sonde définitive intracavitaire de défibrillation et d'une sonde définitive intracavitaire de stimulation cardiaque sans utilisation de dispositif spécifique, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DEGF005";"Ablation d'une sonde définitive intracavitaire de défibrillation et d'une sonde définitive intracavitaire de stimulation cardiaque avec utilisation de dispositif spécifique, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DEGA002";"Ablation d'électrode épicardique définitive, par thoracotomie"
"CAM_PRS_IDE";"DELF017";"Pose d'une sonde supplémentaire de stimulation cardiaque, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DELF019";"Pose de plusieurs sondes supplémentaires de stimulation cardiaque, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DELF018";"Pose d'une sonde supplémentaire de défibrillation cardiaque, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DELA006";"Implantation souscutanée d'un générateur de stimulation cardiaque"
"CAM_PRS_IDE";"DELA007";"Implantation souscutanée d'un générateur de défibrillation cardiaque"
"CAM_PRS_IDE";"DEGA003";"Ablation d'un générateur souscutané de stimulation ou de défibrillation cardiaque implantable"
"CAM_PRS_IDE";"DEGF207";"Ablation d'un stimulateur cardiaque définitif implanté dans le ventricule droit par voie veineuse transcutanée"
"CAM_PRS_IDE";"DEKA001";"Changement d'un générateur souscutané de stimulation cardiaque implantable"
"CAM_PRS_IDE";"DEKA002";"Changement d'un générateur souscutané de défibrillation cardiaque implantable"
"CAM_PRS_IDE";"DEMP002";"Contrôle et réglage transcutané secondaires d'un stimulateur cardiaque"
"CAM_PRS_IDE";"DEMP001";"Contrôle et réglage transcutané secondaires d'un défibrillateur cardiaque"
"CAM_PRS_IDE";"DERP001";"Déclenchement de fibrillation ou de tachycardie ventriculaire, pour contrôle et mesure du seuil de défibrillation chez un porteur de défibrillateur"
"CAM_PRS_IDE";"DEPF010";"Interruption de la voie lente ou de la voie rapide de la jonction atrioventriculaire avec courant de radiofréquence, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DEPF006";"Interruption complète du tissu nodal de la jonction atrioventriculaire avec courant de radiofréquence, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DEPF005";"Interruption complète d'une voie accessoire de conduction cardiaque avec courant de radiofréquence, par voie vasculaire transcutanée"
"CAM_PRS_IDE";"DEPF004";"Interruption complète de plusieurs voies accessoires de conduction cardiaque avec courant de radiofréquence, par voie vasculaire transcutanée"
"CAM_PRS_IDE";"DEPF012";"Interruption complète de circuit arythmogène au niveau de l'isthme cavotricuspidien avec courant de radiofréquence, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DEPF025";"Interruption complète de circuit arythmogène en dehors de l'isthme cavotricuspidien avec courant de radiofréquence, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DEPF014";"Interruption complète de circuit arythmogène en dehors de l'isthme cavotricuspidien avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale"
"CAM_PRS_IDE";"DEPF033";"Interruption complète de circuit arythmogène au niveau de l'ostium des veines pulmonaires avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale"
"CAM_PRS_IDE";"DENF017";"Destruction d'un foyer arythmogène atrial avec courant de radiofréquence, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DENF014";"Destruction d'un foyer arythmogène atrial avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale"
"CAM_PRS_IDE";"DENF021";"Destruction de plusieurs foyers arythmogènes atriaux avec courant de radiofréquence, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DENF018";"Destruction de plusieurs foyers arythmogènes atriaux avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale"
"CAM_PRS_IDE";"DENF015";"Destruction d'un foyer ou interruption d'un circuit arythmogène ventriculaire avec courant de radiofréquence, par voie vasculaire transcutanée"
"CAM_PRS_IDE";"DENF035";"Destruction de plusieurs foyers et/ou interruption de plusieurs circuits arythmogènes ventriculaires avec courant de radiofréquence, par voie vasculaire transcutanée"
"CAM_PRS_IDE";"DEFA002";"Exérèse ou destruction de foyer arythmogène ou de faisceau cardionecteur pour tachycardie supraventriculaire, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DEFA001";"Exérèse ou destruction de foyer arythmogène pour tachycardie ventriculaire, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DERP005";"Stimulation cardiaque temporaire transcutanée"
"CAM_PRS_IDE";"DERF003";"Stimulation électrique temporaire de l'oreillette pour interrompre une tachycardie supraventriculaire, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DERD001";"Stimulation électrique temporaire de l'oreillette par voie osophagienne, pour interrompre une tachycardie supraventriculaire"
"CAM_PRS_IDE";"DERF004";"Stimulation électrique temporaire de l'oreillette et/ou du ventricule pour interrompre une tachycardie ventriculaire, par voie vasculaire transcutanée"
"CAM_PRS_IDE";"DERP003";"Choc électrique cardiaque transcutané [Cardioversion externe], en dehors de l'urgence"
"CAM_PRS_IDE";"DERP004";"Choc électrique cardiaque transcutané [Cardioversion externe], en urgence"
"CAM_PRS_IDE";"DERF001";"Choc électrique cardiaque à basse énergie, par voie vasculaire transcutanée"
"CAM_PRS_IDE";"DERF002";"Choc électrique cardiaque à haute énergie, par voie vasculaire transcutanée"
"CAM_PRS_IDE";"DDAF001";"Dilatation intraluminale d'un vaisseau coronaire sans pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDAF006";"Dilatation intraluminale d'un vaisseau coronaire avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDAF004";"Dilatation intraluminale de 2 vaisseaux coronaires avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDAF003";"Dilatation intraluminale de 3 vaisseaux coronaires ou plus avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDAF010";"Dilatation intraluminale d'un vaisseau coronaire avec artériographie coronaire, sans pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDAF008";"Dilatation intraluminale d'un vaisseau coronaire avec artériographie coronaire, avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDAF007";"Dilatation intraluminale de 2 vaisseaux coronaires avec artériographie coronaire, avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDAF009";"Dilatation intraluminale de 3 vaisseaux coronaires ou plus avec artériographie coronaire, avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDMA025";"Revascularisation coronaire par un greffon artériel avec une anastomose distale, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA015";"Revascularisation coronaire par un greffon artériel avec une anastomose distale, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA023";"Revascularisation coronaire par un greffon artériel avec 2 anastomoses distales, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA017";"Revascularisation coronaire par un greffon artériel avec 2 anastomoses distales, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA032";"Revascularisation coronaire par un greffon artériel et par greffon veineux avec 2 anastomoses distales, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA011";"Revascularisation coronaire par un greffon artériel et par greffon veineux avec 2 anastomoses distales, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA029";"Revascularisation coronaire par un greffon artériel et par greffon veineux avec 3 anastomoses distales, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA018";"Revascularisation coronaire par un greffon artériel et par greffon veineux avec 3 anastomoses distales, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA038";"Revascularisation coronaire par un greffon artériel et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA021";"Revascularisation coronaire par un greffon artériel et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA026";"Revascularisation coronaire par 2 greffons artériels avec 2 anastomoses distales, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA020";"Revascularisation coronaire par 2 greffons artériels avec 2 anastomoses distales, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA031";"Revascularisation coronaire par 2 greffons artériels avec 3 anastomoses distales, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA006";"Revascularisation coronaire par 2 greffons artériels avec 3 anastomoses distales, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA033";"Revascularisation coronaire par 2 greffons artériels avec 4 anastomoses distales ou plus, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA008";"Revascularisation coronaire par 2 greffons artériels avec 4 anastomoses distales ou plus, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA022";"Revascularisation coronaire par 2 greffons artériels et par greffon veineux avec 3 anastomoses distales, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA005";"Revascularisation coronaire par 2 greffons artériels et par greffon veineux avec 3 anastomoses distales, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA034";"Revascularisation coronaire par 2 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA009";"Revascularisation coronaire par 2 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA030";"Revascularisation coronaire par 3 greffons artériels avec 3 anastomoses distales, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA003";"Revascularisation coronaire par 3 greffons artériels avec 3 anastomoses distales, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA035";"Revascularisation coronaire par 3 greffons artériels avec 4 anastomoses distales ou plus, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA013";"Revascularisation coronaire par 3 greffons artériels avec 4 anastomoses distales ou plus, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA036";"Revascularisation coronaire par 3 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA012";"Revascularisation coronaire par 3 greffons artériels et par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA028";"Revascularisation coronaire par greffon veineux avec une anastomose distale, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA007";"Revascularisation coronaire par greffon veineux avec une anastomose distale, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA024";"Revascularisation coronaire par greffon veineux avec 2 anastomoses distales, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA019";"Revascularisation coronaire par greffon veineux avec 2 anastomoses distales, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA027";"Revascularisation coronaire par greffon veineux avec 3 anastomoses distales, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA016";"Revascularisation coronaire par greffon veineux avec 3 anastomoses distales, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDMA037";"Revascularisation coronaire par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DDMA004";"Revascularisation coronaire par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DDPF002";"Recanalisation d'artère coronaire avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDFF002";"Athérectomie intraluminale d'artère coronaire, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDFF001";"Athérectomie intraluminale d'artère coronaire par méthode rotatoire [rotationnelle], par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDSF001";"Embolisation ou fermeture d'une fistule ou d'un anévrisme coronaire, par voie vasculaire transcutanée"
"CAM_PRS_IDE";"DDLF001";"Injection in situ d'agent pharmacologique dans une branche d'artère coronaire pour réduction de l'épaisseur du septum interventriculaire, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DDAA002";"Angioplastie d'élargissement du tronc commun de l'artère coronaire gauche, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DCJB002";"Évacuation d'une collection du péricarde, par voie transcutanée"
"CAM_PRS_IDE";"DCJB001";"Drainage d'une collection du péricarde, par voie transcutanée"
"CAM_PRS_IDE";"DCJA001";"Drainage d'une collection du péricarde, par thoracotomie ou par abord infraxiphoïdien"
"CAM_PRS_IDE";"DCMC001";"Création d'une fenêtre péricardopleurale, par thoracoscopie"
"CAM_PRS_IDE";"DCMA001";"Création d'une fenêtre péricardopéritonéale, par abord infraxiphoïdien"
"CAM_PRS_IDE";"DCFA001";"Péricardectomie subtotale, par thoracotomie"
"CAM_PRS_IDE";"DZFA001";"Prélèvement du cour, au cours d'un prélèvement multiorgane sur un sujet en état de mort encéphalique"
"CAM_PRS_IDE";"DZFA002";"Prélèvement du cour pour préparation de greffe orificielle, au cours d'un prélèvement multiorgane sur un sujet en état de mort encéphalique"
"CAM_PRS_IDE";"DZFA003";"Prélèvement du bloc cour-poumons, au cours d'un prélèvement multiorgane sur un sujet en état de mort encéphalique"
"CAM_PRS_IDE";"DZEA002";"Transplantation orthotopique du cour, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DZEA003";"Transplantation hétérotopique du cour, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DZEA001";"Transplantation itérative du cour, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DZEA004";"Transplantation du bloc cour-poumons, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DZFA004";"Exérèse d'un greffon de transplantation du cour avec pose d'une assistance circulatoire mécanique biventriculaire interne, par thoracotomie avec CEC"
"CAM_PRS_IDE";"EQRP001";"Séance de réentraînement cardiaque et/ou vasculaire progressif à l'effort sur machine"
"CAM_PRS_IDE";"DKRP001";"Séance de réentraînement cardiaque et/ou vasculaire progressif à l'effort sur machine et à la réalisation de tâches de la vie quotidienne"
"CAM_PRS_IDE";"DKRP003";"Séance de réentraînement cardiaque et/ou vasculaire progressif à l'effort sur machine et à l'activité sportive collective"
"CAM_PRS_IDE";"DKRP002";"Séance de réentraînement cardiaque et/ou vasculaire progressif à l'effort sur machine, à la réalisation de tâches de la vie quotidienne et à l'activité sportive collective"
"CAM_PRS_IDE";"DKRP005";"Séance de réentraînement d'un insuffisant cardiaque à l'effort sur machine"
"CAM_PRS_IDE";"DGCA025";"Suture latérale de plaie de l'aorte thoracique, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DGCA017";"Suture latérale de plaie de l'aorte thoracique, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGCA002";"Suture d'une rupture de l'isthme de l'aorte, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DGCA006";"Suture d'une rupture de l'isthme de l'aorte, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGAF001";"Dilatation intraluminale de l'aorte thoracique sans pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DGAF007";"Dilatation intraluminale de l'aorte thoracique avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DGLF003";"Pose d'endoprothèse couverte dans l'aorte thoracique, par voie artérielle transcutanée"
"CAM_PRS_IDE";"DGPA014";"Désobstruction d'une prothèse de l'aorte thoracique, par thoracotomie"
"CAM_PRS_IDE";"DGFA002";"Thromboendartériectomie de l'aorte thoracique horizontale et des troncs supraaortiques, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGCA031";"Pontage entre l'aorte thoracique ascendante et l'aorte thoracique descendante, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DGCA028";"Pontage entre l'aorte thoracique ascendante et l'aorte thoracique descendante, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGCA015";"Pontage entre l'aorte thoracique ascendante et l'aorte abdominale sans exclusion de l'aorte thoracique descendante, par thoracotomie et par laparotomie sans CEC"
"CAM_PRS_IDE";"DGCA027";"Pontage entre l'aorte thoracique ascendante et l'aorte abdominale sans exclusion de l'aorte thoracique descendante, par thoracotomie et par laparotomie avec CEC"
"CAM_PRS_IDE";"DGCA008";"Pontage entre l'aorte thoracique ascendante et l'aorte abdominale avec exclusion de l'aorte thoracique descendante, par thoracotomie et par laparotomie sans CEC"
"CAM_PRS_IDE";"DGCA023";"Pontage entre l'aorte thoracique descendante ou l'aorte juxtadiaphragmatique et l'aorte abdominale infrarénale, par thoraco-phréno-laparotomie sans CEC"
"CAM_PRS_IDE";"DGCA003";"Pontage rétropéritonéal entre l'aorte thoracique descendante et les artères fémorales, par abord direct"
"CAM_PRS_IDE";"DGCA013";"Pontages multiples entre l'aorte et les troncs supraaortiques, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DGCA011";"Pontages multiples entre l'aorte et les troncs supraaortiques, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGAA006";"Angioplastie d'élargissement de l'aorte thoracique horizontale sans réimplantation des troncs supraaortiques, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGAA003";"Angioplastie d'élargissement de l'aorte thoracique horizontale avec réimplantation des troncs supraaortiques, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGFA019";"Résection-anastomose de l'aorte thoracique descendante ou de l'aorte juxtadiaphragmatique, par thoracotomie sans dérivation vasculaire ni CEC"
"CAM_PRS_IDE";"DGFA014";"Résection-anastomose de l'aorte thoracique descendante ou de l'aorte juxtadiaphragmatique, par thoracotomie avec dérivation vasculaire"
"CAM_PRS_IDE";"DGFA017";"Résection-anastomose de l'aorte thoracique descendante ou de l'aorte juxtadiaphragmatique, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA025";"Remplacement de l'aorte thoracique ascendante sans remplacement de la valve aortique, sans réimplantation des artères coronaires, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA003";"Remplacement de l'aorte thoracique ascendante sans remplacement de la valve aortique, avec réimplantation des artères coronaires, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA011";"Remplacement de l'aorte thoracique ascendante avec remplacement de la valve aortique, sans réimplantation des artères coronaires, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA015";"Remplacement de l'aorte thoracique ascendante avec remplacement de la valve aortique, avec réimplantation des artères coronaires, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA001";"Remplacement de l'aorte thoracique ascendante et de l'aorte horizontale sans remplacement de la valve aortique, sans réimplantation des artères coronaires, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA026";"Remplacement de l'aorte thoracique ascendante et de l'aorte horizontale sans remplacement de la valve aortique, avec réimplantation des artères coronaires, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA018";"Remplacement de l'aorte thoracique ascendante et de l'aorte horizontale avec remplacement de la valve aortique, sans réimplantation des artères coronaires, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA014";"Remplacement de l'aorte thoracique ascendante et de l'aorte horizontale avec remplacement de la valve aortique, avec réimplantation des artères coronaires, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA005";"Remplacement de l'aorte thoracique horizontale, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA002";"Remplacement de l'isthme de l'aorte, par thoracotomie sans dérivation vasculaire ni CEC"
"CAM_PRS_IDE";"DGKA019";"Remplacement de l'isthme de l'aorte, par thoracotomie avec dérivation vasculaire"
"CAM_PRS_IDE";"DGKA023";"Remplacement de l'isthme de l'aorte, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA009";"Remplacement de l'aorte thoracique descendante, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DGKA007";"Remplacement de l'aorte thoracique descendante, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA013";"Remplacement de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie sans dérivation vasculaire ni CEC"
"CAM_PRS_IDE";"DGKA016";"Remplacement de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie avec dérivation vasculaire"
"CAM_PRS_IDE";"DGKA010";"Remplacement de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie avec CEC"
"CAM_PRS_IDE";"DGKA006";"Remplacement de l'aorte thoracique descendante et de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie sans dérivation vasculaire ni CEC"
"CAM_PRS_IDE";"DGKA020";"Remplacement de l'aorte thoracique descendante et de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie avec dérivation vasculaire"
"CAM_PRS_IDE";"DGKA008";"Remplacement de l'aorte thoracique descendante et de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie avec CEC"
"CAM_PRS_IDE";"DGKA012";"Remplacement de l'ensemble de l'aorte thoracique, par thoraco-phréno-laparotomie avec CEC"
"CAM_PRS_IDE";"DGKA028";"Remplacement de l'aorte thoracique ascendante pour rupture d'anévrisme, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA027";"Remplacement de l'aorte thoracique descendante pour rupture d'anévrisme, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DGKA029";"Remplacement de l'aorte juxtadiaphragmatique pour rupture d'anévrisme, par thoraco-phréno-laparotomie avec CEC"
"CAM_PRS_IDE";"DFAF002";"Dilatation intraluminale d'une branche de l'artère pulmonaire sans pose d'endoprothèse, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DFAF003";"Dilatation intraluminale d'une branche de l'artère pulmonaire avec pose d'endoprothèse, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DFAF004";"Dilatation intraluminale de plusieurs branches de l'artère pulmonaire sans pose d'endoprothèse, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DFAF001";"Dilatation intraluminale de plusieurs branches de l'artère pulmonaire avec pose d'endoprothèse, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DFNF001";"Fibrinolyse in situ de l'artère pulmonaire, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DFNF002";"Thrombolyse mécanique ou thromboaspiration de l'artère pulmonaire, par voie veineuse transcutanée"
"CAM_PRS_IDE";"DFFA002";"Embolectomie de l'artère pulmonaire, par thoracotomie sans CEC"
"CAM_PRS_IDE";"DFFA001";"Embolectomie de l'artère pulmonaire, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DFFA003";"Thromboendartériectomie du tronc et/ou des branches de l'artère pulmonaire, par thoracotomie avec CEC"
"CAM_PRS_IDE";"DFSF001";"Oblitération d'anévrisme sacculaire de l'artère pulmonaire, par voie veineuse transcutanée"
"CAM_PRS_IDE";"ECCA006";"Suture de plaie du tronc artériel brachiocéphalique, par thoracotomie"
"CAM_PRS_IDE";"ECAF003";"Dilatation intraluminale du tronc artériel brachiocéphalique ou de l'artère carotide commune intrathoracique sans pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"ECAF004";"Dilatation intraluminale du tronc artériel brachiocéphalique ou de l'artère carotide commune intrathoracique avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"ECLF004";"Pose d'endoprothèse couverte dans le tronc artériel brachiocéphalique ou l'artère carotide commune intrathoracique, par voie artérielle transcutanée"
"CAM_PRS_IDE";"ECPF004";"Recanalisation de l'artère subclavière en amont de l'ostium de l'artère vertébrale sans pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"ECPF005";"Recanalisation de l'artère subclavière en amont de l'ostium de l'artère vertébrale avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"ECFA001";"Thromboendartériectomie du tronc artériel brachiocéphalique, par thoracotomie"
"CAM_PRS_IDE";"DGCA032";"Pontage entre l'aorte et le tronc artériel brachiocéphalique, par thoracotomie"
"CAM_PRS_IDE";"ECKA001";"Remplacement du tronc artériel brachiocéphalique, par thoracotomie"
"CAM_PRS_IDE";"ECSA002";"Ligature du tronc artériel brachiocéphalique, par thoracotomie"
"CAM_PRS_IDE";"EBCA009";"Suture de plaie de l'artère carotide commune, par cervicotomie"
"CAM_PRS_IDE";"EBCA003";"Suture de plaie de l'artère carotide commune, par cervicotomie et par thoracotomie"
"CAM_PRS_IDE";"EBAF004";"Dilatation intraluminale de l'artère carotide commune cervicale sans pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"EBAF010";"Dilatation intraluminale de l'artère carotide commune cervicale avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"EBFA005";"Thrombectomie de l'artère carotide commune, par cervicotomie"
"CAM_PRS_IDE";"EBFA003";"Thromboendartériectomie de l'artère carotide commune, par cervicotomie"
"CAM_PRS_IDE";"EBFA010";"Thromboendartériectomie de l'artère carotide commune, par cervicotomie et par thoracotomie"
"CAM_PRS_IDE";"EBCA015";"Pontage aortocarotidien, par cervicotomie et par thoracotomie"
"CAM_PRS_IDE";"EBCA004";"Pontage croisé intercarotidien, par cervicotomie"
"CAM_PRS_IDE";"EBCA008";"Pontage homolatéral carotidosubclavier ou carotidoaxillaire, par cervicotomie"
"CAM_PRS_IDE";"EBCA001";"Pontage croisé carotidosubclavier ou carotidoaxillaire, par cervicotomie"
"CAM_PRS_IDE";"EBCA017";"Pontage entre l'artère carotide commune et l'artère carotide interne homolatérale, par cervicotomie"
"CAM_PRS_IDE";"EBEA005";"Réimplantation de l'artère carotide commune dans l'artère subclavière, par cervicotomie"
"CAM_PRS_IDE";"EBEA003";"Réimplantation de l'artère subclavière dans l'artère carotide commune, par cervicotomie"
"CAM_PRS_IDE";"EBKA001";"Remplacement de l'artère carotide commune, par cervicotomie"
"CAM_PRS_IDE";"EBKA003";"Remplacement de l'artère carotide commune, par cervicotomie et par thoracotomie"
"CAM_PRS_IDE";"EBFA021";"Résection-anastomose de l'artère carotide commune, par cervicotomie"
"CAM_PRS_IDE";"EBFA020";"Résection-anastomose de l'artère carotide commune, par cervicotomie et par thoracotomie"
"CAM_PRS_IDE";"EBSA005";"Occlusion progressive de l'artère carotide commune ou de l'artère carotide interne par pose de clamp, par cervicotomie"
"CAM_PRS_IDE";"EBSA003";"Ligature de l'artère carotide commune, par cervicotomie"
"CAM_PRS_IDE";"EBAF009";"Dilatation intraluminale de la bifurcation carotidienne sans pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"EBAF011";"Dilatation intraluminale de la bifurcation carotidienne avec pose d'endoprothèse, par voie artérielle transcutanée"
"CAM_PRS_IDE";"EBAA002";"Angioplastie d'élargissement de la bifurcation carotidienne sans thromboendartériectomie, par cervicotomie"
"CAM_PRS_IDE";"EBFA012";"Thromboendartériectomie de la bifurcation carotidienne sans angioplastie d'élargissement, par cervicotomie sans dérivation vasculaire"
"CAM_PRS_IDE";"EBFA006";"Thromboendartériectomie de la bifurcation carotidienne sans angioplastie d'élargissement, par cervicotomie avec dérivation vasculaire"
"CAM_PRS_IDE";"EBFA016";"Thromboendartériectomie de la bifurcation carotidienne avec angioplastie d'élargissement, par cervicotomie sans dérivation vasculaire"
"CAM_PRS_IDE";"EBFA002";"Thromboendartériectomie de la bifurcation carotidienne avec angioplastie d'élargissement, par cervicotomie avec dérivation vasculaire"
"CAM_PRS_IDE";"EBFA008";"Thromboendartériectomie de la bifurcation carotidienne par retournement, par cervicotomie sans dérivation vasculaire"
"CAM_PRS_IDE";"EBFA015";"Thromboendartériectomie de la bifurcation carotidienne par retournement, par cervicotomie avec dérivation vasculaire"
