"nom_table";"TEC_COL";"TDM_NAT_AFF";"CCA_CPL_COD";"CPT_COP_NUM";"PRS_NAT";"PRS_NAT_CB2";"PRS_NAT_LIB";"PRS_NAT_TDM";"PRS_NAT_STA";"NAT_SOI_TOP";"NAT_CPL_ACT";"PRN_AID_TOP";"PRS_SPP_TOP";"TOP_SNI";"TYA_COD";"CEL_TYP";"TOP_PRS_SOI";"PRS_NAT_RGT";"TOP_TRF_OPP"
"IR_NAT_V";0;2;NA;NA;1725;"F05";"FORFAIT PROFESSIONNEL (F05) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1726;"F06";"FORFAIT PROFESSIONNEL (F06) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1727;"F07";"FORFAIT PROFESSIONNEL (F07) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1728;"F08";"FORFAIT PROFESSIONNEL (F08) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1729;"F09";"FORFAIT PROFESSIONNEL (F09) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1731;"F10";"FORFAIT PROFESSIONNEL (F10) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1732;"F11";"FORFAIT PROFESSIONNEL (F11) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1733;"F12";"FORFAIT PROFESSIONNEL (F12) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1734;"F13";"FORFAIT PROFESSIONNEL (F13) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1735;"F14";"FORFAIT PROFESSIONNEL (F14) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1736;"F15";"FORFAIT PROFESSIONNEL (F15) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1741;"FC0";"FORFAIT CONSULTATION (FC0) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1742;"FC1";"FORFAIT CONSULTATION (FC1) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1743;"FC2";"FORFAIT CONSULTATION (FC2) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1744;"FC3";"FORFAIT CONSULTATION (FC3) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1745;"FC4";"FORFAIT CONSULTATION (FC4) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1746;"FC5";"FORFAIT CONSULTATION (FC5) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1747;"FC6";"FORFAIT CONSULTATION (FC6) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1748;"FC7";"FORFAIT CONSULTATION (FC7) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1749;"FC8";"FORFAIT CONSULTATION (FC8) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1751;"FC9";"FORFAIT CONSULTATION (FC9) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1761;"FF0";"FORFAIT FORMATION (FF0) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1762;"FF1";"FORFAIT FORMATION (FF1) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1763;"FF2";"FORFAIT FORMATION (FF2) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1764;"FF3";"FORFAIT FORMATION (FF3) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1765;"FF4";"FORFAIT FORMATION (FF4) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1766;"FF5";"FORFAIT FORMATION (FF5) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1767;"FF6";"FORFAIT FORMATION (FF6) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1768;"FF7";"FORFAIT FORMATION (FF7) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1769;"FF8";"FORFAIT FORMATION (FF8) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1771;"FF9";"FORFAIT FORMATION (FF9) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1781;"FP0";"FORFAIT PREVENTION/DEPISTAGE (FP0) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1782;"FP1";"FORFAIT PREVENTION/DEPISTAGE (FP1) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1783;"FP2";"FORFAIT PREVENTION/DEPISTAGE (FP2) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1784;"FP3";"FORFAIT PREVENTION/DEPISTAGE (FP3) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1785;"FP4";"FORFAIT PREVENTION/DEPISTAGE (FP4) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1786;"FP5";"FORFAIT PREVENTION/DEPISTAGE (FP5) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1787;"FP6";"FORFAIT PREVENTION/DEPISTAGE (FP6) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1788;"FP7";"FORFAIT PREVENTION/DEPISTAGE (FP7) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1789;"FP8";"FORFAIT PREVENTION/DEPISTAGE (FP8) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1791;"FP9";"FORFAIT PREVENTION/DEPISTAGE (FP9) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;10;NA;1811;"IK IKP";"IK PLAINE";NA;1;1;1;0;1;1;"Z";"";0;55;NA
"IR_NAT_V";0;2;10;NA;1812;"IKM";"IK MONTAGNE";NA;1;1;1;0;1;1;"Z";"20";0;55;NA
"IR_NAT_V";0;2;10;NA;1813;"IKS";"IK PIED SKI";NA;1;1;1;0;1;1;"Z";"20";0;55;NA
"IR_NAT_V";0;2;10;NA;1814;"IKG";"FRAIS DE DEPLACEMENT VACATION";NA;1;1;1;0;NA;1;"Z";"20";0;55;NA
"IR_NAT_V";0;2;10;NA;1821;"ID";"ID PARIS LYON MARSEILLE, +100.000 HA, -100.000 HA";NA;1;1;1;0;1;1;"Z";"20";0;7;NA
"IR_NAT_V";0;2;10;NA;1841;"IF";"INDEMNITES FORFAITAIRES DE DEPLACEMENT";NA;1;1;1;0;1;1;"Z";"20";0;7;NA
"IR_NAT_V";0;0;10;NA;1842;"IFA";"INDEMNITES FORFAITAIRES DE DEPLACEMENT DES AUXILIAIRES MEDICAUX ET ASSIMILES";3;2;1;1;0;1;1;"Z";"20";0;7;NA
"IR_NAT_V";0;0;10;NA;1843;"IFO";"INDEMNITES FORFAITAIRES DE DEPLACEMENT MK ORTHOPEDIQUE ET RHUMATOLOGIQUE";3;2;1;1;0;1;1;"Z";"20";0;7;NA
"IR_NAT_V";0;0;10;NA;1844;"IFR";"INDEMNITES FORFAITAIRES DE DEPLACEMENT MK RHUMATISMALE";3;2;1;1;0;1;1;"Z";"20";0;7;NA
"IR_NAT_V";0;0;10;NA;1845;"IFN";"INDEMNITES FORFAITAIRES DE DEPLACEMENT MK NEUROLOGIQUE";3;2;1;1;0;1;1;"Z";"20";0;7;NA
"IR_NAT_V";0;0;10;NA;1846;"IFP";"INDEMNITES FORFAITAIRES DE DEPLACEMENT MK PNEUMOLOGIE";3;2;1;1;0;1;1;"Z";"20";0;7;NA
"IR_NAT_V";0;0;10;NA;1847;"IFS";"INDEMNITES FORFAITAIRES DE DEPLACEMENT DE SORTIE";3;2;1;1;0;1;1;"Z";"20";0;7;NA
"IR_NAT_V";0;9;5;NA;1903;"MEG";"MAJORATION ENFANT GENERALISTE";99;99;1;1;0;NA;1;"C";"20";0;1;NA
"IR_NAT_V";0;9;5;NA;1904;"MEP";"MAJORATION ENFANT PEDIATRE";99;99;1;1;0;NA;1;"C";"20";0;1;1
"IR_NAT_V";0;9;5;NA;1905;"NFE";"NOUVEAU FORFAIT ENFANT";99;99;1;1;0;NA;1;"C";"20";0;1;1
"IR_NAT_V";0;9;5;NA;1906;"NFP";"NOUVEAU FORFAIT PEDIATRIQUE";99;99;1;1;0;NA;1;"C";"20";0;1;1
"IR_NAT_V";0;9;NA;NA;1907;"PRX";"REMUNERATION DES SOINS DE PROXIMITE";99;99;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;9;NA;NA;1908;"SP2";"FORFAIT SORTIE PRECOCE ET TEST GUTHRIE";99;99;1;0;1;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;9;NA;NA;1909;"SP1";"FORFAIT SORTIE PRECOCE";99;99;1;0;1;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;9;NA;NA;1910;"PPS";"Plan personnalisé de santé";99;99;1;0;0;NA;1;"Z";"20";0;46;NA
"IR_NAT_V";0;1;NA;NA;1911;"SF";"ACTES DES SAGES-FEMMES";NA;1;1;0;1;1;1;"Z";"20";0;33;1
"IR_NAT_V";0;0;NA;NA;1912;"";"HONORAIRES NON VENTILABLES INDIVIDUALISES";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;1;1;NA;1913;"MM";"MAJORATION MILIEU DE NUIT";1;1;1;1;0;1;1;"Z";"20";0;70;1
"IR_NAT_V";0;1;5;NA;1914;"FPE";"FORFAIT PEDIATRIQUE";NA;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;NA;NA;1915;"ASR";"FORFAIT ASTREINTE PROF";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1916;"RPG";"REMUNERATION POUR GARDE ETS PRIVES";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1917;"RPA";"REMUNERATION POUR ASTREINTE ETS PRIVES";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;3;NA;1918;"MU";"MAJORATION D'URGENCE";1;1;1;1;0;1;1;"C";"20";0;1;1
"IR_NAT_V";0;0;NA;NA;1919;"";"DEPENSES DE MEDECINE FORFAITAIRE (OMNIPRATICIENS ET AUXILIAIRES MEDICAUX)";1;1;1;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;9;NA;NA;1920;"CIS";"CONTRAT DEMOGRAPHIQUE SAGE-FEMME";99;99;1;0;0;NA;1;"Z";"";0;47;NA
"IR_NAT_V";0;0;NA;NA;1921;"TDR";"TEST DE DIAGNOSTIC RAPIDE";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;1;NA;NA;1922;"CG";"CONSULTATION";NA;1;1;0;1;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;1;NA;NA;1923;"SP";"EXAMEN DE SUIVI POST NATAL";NA;1;1;0;1;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;NA;NA;1924;"VGM";"REMUNERATION VACCINATION GRIPPE A MEDECIN";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1925;"VMR";"REMUNERATION VACCINATION GRIPPE A PAR MEDECIN RETRAITE ET SALARIES HORS OBLIGATIONS";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1926;"VAC";"ACTE DE VACCINATION GRIPPE A/H1N1";1;1;1;0;0;NA;1;"T";"20";0;1;NA
"IR_NAT_V";0;1;17;NA;1931;"MNP";"MAJORATION NOURRISSON PEDIATRE";NA;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;1;17;NA;1932;"MNO";"MAJORATION NOURRISSON GENERALISTE";NA;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;1;NA;1933;"CRN";"MAJORATION CONSULTATION REGULEE  DE NUIT";1;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;1;NA;1934;"CRM";"MAJORATION CONSULTATION REGULEE MILIEU DE NUIT";1;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;2;NA;1935;"CRD";"MAJORATION CONSULTATION REGULEE DIMANCHE, JOURS FERIES ET ASSIMILES";1;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;1;NA;1936;"VRN";"MAJORATION VISITE REGULEE  DE NUIT";1;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;1;NA;1937;"VRM";"MAJORATION VISITE REGULEE MILIEU DE NUIT";1;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;2;NA;1938;"VRD";"MAJORATION VISITE REGULEE DE DIMANCHE, JOURS FERIES ET ASSIMILES";1;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;2;NA;1941;"CRS";"MAJORATION CONSULTATION REGULEE SAMEDI APRES MIDI";1;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;0;2;NA;1942;"VRS";"MAJORATION VISITE REGULEE SAMEDI APRES MIDI";1;1;1;1;0;NA;1;"Z";"20";0;1;1
"IR_NAT_V";0;9;22;NA;1943;"MUT";"MAJORATION URGENCE MT";99;99;1;1;0;NA;1;"C";"20";0;1;1
"IR_NAT_V";0;9;22;NA;1944;"MCU";"MAJORATION CORRESPONDANT URGENCE";99;99;1;1;0;NA;1;"C";"20";0;1;1
"IR_NAT_V";0;9;22;NA;1945;"MRT";"MAJORATION MEDECIN TRAITANT REGULATION";99;99;1;1;0;NA;1;"C";"20";0;1;1
"IR_NAT_V";0;2;16;NA;1951;"PFH";"PARTICIPATION FORFAITAIRE HORS TIERS PAYANT";NA;1;1;1;0;NA;1;"Z";"20";0;54;NA
"IR_NAT_V";0;2;16;NA;1952;"PFT";"PARTICIPATION FORFAITAIRE TIERS PAYANT";NA;1;1;1;0;NA;1;"Z";"20";0;54;NA
"IR_NAT_V";0;0;16;NA;1954;"PAE";"PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (CMU + AME)";NA;5;1;1;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;16;NA;1955;"PAL";"PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (REGIME LOCAL)";NA;1;1;1;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;16;NA;1956;"PAP";"PARTICIPATION ASSURE EN AMBULATOIRE";1;1;1;1;0;NA;1;"Z";"20";0;56;NA
"IR_NAT_V";0;9;24;NA;1957;"TMT";"MAJORATION HORS PARCOURS DE SOINS";99;99;1;1;0;NA;1;"Z";"20";0;54;NA
"IR_NAT_V";0;9;NA;NA;1960;"SGA";"SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL NON REMBOURSABLE (CNMSS)";99;99;0;0;1;NA;1;"Z";"20";0;1;NA
"IR_NAT_V";0;9;29;NA;1961;"DAP";"SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL REMBOURSABLE (CNMSS)";99;99;0;1;0;NA;1;"Z";"20";0;1;NA
"IR_NAT_V";0;1;16;NA;1971;"FRH";"FRANCHISE HORS TIERS PAYANT SUR MEDICAMENT";NA;1;1;1;0;NA;1;"Z";"20";0;53;NA
"IR_NAT_V";0;1;16;NA;1972;"FRT";"FRANCHISE TIERS PAYANT SUR MEDICAMENT";NA;1;1;1;0;NA;1;"Z";"20";0;53;NA
"IR_NAT_V";0;1;16;NA;1973;"FRH";"FRANCHISE HORS TIERS PAYANT SUR TRANSPORT";NA;1;1;1;0;NA;1;"Z";"20";0;52;NA
"IR_NAT_V";0;1;16;NA;1974;"FRT";"FRANCHISE TIERS PAYANT SUR TRANSPORT";NA;1;1;1;0;NA;1;"Z";"20";0;52;NA
"IR_NAT_V";0;1;16;NA;1975;"FRH";"FRANCHISE HORS TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX";NA;1;1;1;0;NA;1;"Z";"20";0;26;NA
"IR_NAT_V";0;1;16;NA;1976;"FRT";"FRANCHISE TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX";NA;1;1;1;0;NA;1;"Z";"20";0;26;NA
"IR_NAT_V";0;2;16;NA;1977;"FRH";"PARTICIPATION ASSURE HORS TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES";NA;1;1;1;0;NA;1;"Z";"20";0;26;NA
"IR_NAT_V";0;2;16;NA;1978;"FRT";"PARTICIPATION ASSURE EN TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES";NA;1;1;1;0;NA;1;"Z";"20";0;26;NA
"IR_NAT_V";0;0;NA;NA;1981;"FHV";"FORFAIT IVG HONORAIRES DE VILLE";1;1;1;0;1;NA;1;"C";"20";0;1;1
"IR_NAT_V";0;9;NA;NA;1990;"FIM";"FORFAIT D'INTERVENTION PAR SORTIE SUR DEMANDE DE LA REGULATION";99;99;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1991;"REG";"REMUNERATION REGULATION";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1992;"PRN";"PERMANENCE REMUNERATION DE NUIT";1;1;1;0;0;NA;1;"Z";"20";0;31;NA
"IR_NAT_V";0;0;NA;NA;1993;"PRM";"PERMANENCE REMUNERATION MILIEU DE NUIT";1;1;1;0;0;NA;1;"Z";"20";0;31;NA
"IR_NAT_V";0;0;NA;NA;1994;"PRD";"PERMANENCE REMUNERATION DIMANCHE ET FERIE";1;1;1;0;0;NA;1;"Z";"20";0;31;NA
"IR_NAT_V";0;0;NA;NA;1995;"PRT";"PERMANENCE REMUNERATION TOTAL";1;1;1;0;0;NA;1;"Z";"20";0;31;NA
"IR_NAT_V";0;0;NA;NA;1996;"RSA";"PERMANENCE REMUNERATION SAMEDI MATIN";1;1;1;0;0;NA;1;"Z";"20";0;31;NA
"IR_NAT_V";0;0;NA;NA;1997;"RSP";"PERMANENCE REMUNERATION SAMEDI APRES MIDI";1;1;1;0;0;NA;1;"Z";"20";0;31;NA
"IR_NAT_V";0;9;NA;NA;1998;"AJS";"ASTREINTE DE JOUR CORRESPONDANT SAMU";99;99;1;0;0;NA;1;"Z";"20";0;31;NA
"IR_NAT_V";0;9;NA;NA;1999;"ANS";"ASTREINTE DE NUIT CORRESPONDANT SAMU";99;99;1;0;0;NA;1;"Z";"20";0;31;NA
"IR_NAT_V";0;9;13;NA;2106;"TDD";"TRANSPORT DEFINITIF DIALYSE";10;99;0;1;0;NA;0;"Z";"22";0;10;NA
"IR_NAT_V";0;9;13;NA;2107;"TSD";"TRANSPORT SEANCE DIALYSE";10;99;0;1;0;NA;0;"Z";"22";0;10;NA
"IR_NAT_V";0;9;NA;NA;2108;"TDE";"SUPPLEMENT TRANSPORT 2";10;99;0;0;0;NA;0;"Z";"22";0;10;NA
"IR_NAT_V";0;9;NA;NA;2109;"TSE";"SUPPLEMENT TRANSPORT SEANCES";10;99;0;0;0;NA;0;"Z";"22";0;10;NA
"IR_NAT_V";0;0;NA;NA;2111;"GHS";"FRAIS D HEBERGEMENT ET ENVIRONNEMENT EN GHS";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2112;"EXH";"FRAIS DE SEJOUR SUPPLEMENTAIRE AU GHS";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2113;"GHT";"GROUPE HOMOGENE DE TARIFS";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2114;"SRA";"SUPPLEMENT SOINS PARTICULIEREMENT COUTEUX (ARRETE DU 29/06/1978)";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2115;"SSC";"SUPPLEMENT SOINS CONTINUS";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2116;"NN1";"SUPPLEMENT NEONATOLOGIE 1";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2117;"NN2";"SUPPLEMENT NEONATOLOGIE 2";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2118;"NN3";"SUPPLEMENT NEONATOLOGIE 3";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;9;13;NA;2119;"SDC";"SUPPLEMENT DEFIBRILLATEUR";10;99;0;1;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2120;"DTC";"DIFFERENTIEL TARIFAIRE CLINIQUE";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2121;"D01";"HEMODIALYSE EN CENTRE OU EN UNITE DE DIALYSE MEDICALISEE";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2122;"D02";"AUTODIALYSE SIMPLE OU ASSISTEE";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2123;"D03";"ENTRAINEMENT A L HEMODIALYSE A DOMICILE ET A L AUTODIALYSE";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2124;"D04";"ENTRAINEMENT A LA DPA";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2125;"D05";"ENTRAINEMENT A LA DPCA";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2126;"D06";"HEMODIALYSE A DOMICILE";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2127;"D07";"DIALYSE PERITONEALE AUTOMATISEE (DPA)";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2128;"D08";"DIALYSE PERITONEALE CONTINUE AMBULATOIRE (DPCA)";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2129;"D09";"FORFAIT D'HEMODIALYSE EN CENTRE";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2131;"D10";"FORFAIT D HEMODIALYSE EN CENTRE POUR ENFANT";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2132;"D11";"FORFAIT D HEMODIALYSE EN UNITE DE DIALYSE MEDICALISEE";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2133;"DTP";"DIALYSE TIERCE PERSONNE";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2134;"D12";"FORFAIT D AUTODIALYSE SIMPLE";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2135;"D13";"FORFAIT D AUTODIALYSE ASSISTEE";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2136;"D14";"FORFAIT D HEMODIALYSE A DOMICILE";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2137;"D15";"FORFAIT DE DIALYSE PERITONEALE AUTOMATISEE (DPA)";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2138;"D16";"FORFAIT DE DIALYSE PERITONEALE CONTINUE AMBULATOIRE (DPCA)";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2139;"D17";"FORFAIT D ENTRAINEMENT A L HEMODIALYSE A  DOMICILE ET AUTODIALYSE";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2140;"D18";"FORFAIT D ENTRAINEMENT A LA DIALYSE PERITONEALE AUTOMATISEE";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2141;"CPC";"FRAIS DE CHAMBRE PARTICULIERE POUR CONVENANCE PERSONNELLE";10;0;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2142;"D19";"FORFAIT D ENTRAINEMENT A DIALYSE PERITONEALE CONTINUE AMBULATOIRE";10;5;0;0;0;NA;0;"Z";"";0;0;NA
"IR_NAT_V";0;0;NA;NA;2143;"D20";"FF D ENTRAINEMENT A LA DIALYSE PERITONEALE AUTOMATISEE A DOMICILE";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2144;"D21";"FF D ENTRAINEMENT A LA DIALYSE PERITONEALE CONTINUE AMBULATOIRE A DOMICILE";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2145;"D22";"FORFAIT DE DIALYSE PERITONEALE AUTOMATISE POUR HOSPITALISATION DE 3 A 6 JOURS";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
"IR_NAT_V";0;0;NA;NA;2146;"D23";"FORFAIT DE DIALYSE PERITONEALE CONTINUE AMBULATOIRE POUR HOSPITALISATION DE 3 A 6 JOURS";10;5;0;0;0;NA;0;"Z";"22";0;0;NA
