"nom_table";"TEC_COL";"CPT_COP_NUM";"SAF_GRG_COD";"DCT_ENT_SUP";"DCT_ENT_CB2";"DCT_ENT_LIB";"DCT_GRG_LIB"
"IR_SAF_V";0;NA;5;71;"";"SAISIE DES FACTURES PHARMACIE";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;72;"";"SAISIE DES FACTURES DE FOURNISSEURS";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;73;"";"RECYCLAGE DES FACTURES PO + CPL";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;74;"";"RECYCLAGE DES FACTURES CPL SEULE";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;75;"";"PAIEMENT MANUEL DEROGATOIRE";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;76;"";"PAIEMENT MANUEL DEROGATOIRE (SECRET MEDICAL)";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;77;"";"PAIEMENT MANUEL DEROGATOIRE (PRESTATION NON INDIVIDUALISEES)";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;78;"";"PAIEMENT MANUEL PREVENTION";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;79;"";"PAIEMENT MANUEL PREVENTION (PRESTATIONS NON INDIVIDUALISEES)";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;80;"";"RECOURS CONTRE TIERS";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;81;"";"LAD TRANSPORT";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;82;"";"LAD CENTRES DE SOINS";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;6;10;"";"LAO";"SAISIE INTERNE"
"IR_SAF_V";0;NA;6;12;"";"PROGRES PN";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;6;13;"";"Progrès PE PAPIER -hors réforme IJ/AS";"SAISIE INTERNE"
"IR_SAF_V";0;NA;6;17;"";"SCANNER";"SAISIE INTERNE"
"IR_SAF_V";0;NA;6;20;"";"SAISIE MANUELLE";"SAISIE INTERNE"
"IR_SAF_V";0;NA;6;21;"CP";"CLINIQUES PRIVEES ET HOPITAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;6;22;"CS";"CENTRES DE SANTE";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;6;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;6;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;6;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;6;29;"";"AUTRES SAISIES INTERNES";"SAISIES INTERNES"
"IR_SAF_V";0;NA;6;2;"";"RENTES AT";"SAISIE INTERNE : ENIM"
"IR_SAF_V";0;NA;6;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;3;"";"CURES THERMALES (SAISIE INTERNE)";"SAISIE INTERNE : ENIM"
"IR_SAF_V";0;NA;6;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;6;4;"";"RECYCLAGE IRIS";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;6;84;"";"PROGRES PE FI";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;6;85;"";"PROGRES PE DSN";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;6;86;"";"PROGRES PE EDI posté";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;6;87;"";"PROGRES PE EDI Machine-Machine";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;6;96;"";"PARTICIPATION FORFAITAIRE";"SAISIE INTERNE"
"IR_SAF_V";0;NA;6;98;"";"MAJORATION DU TICKET MODERATEUR HORS PARCOURS DE SOINS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;10;"";"PEGASE ou SAISIE INTERNE SANS SPECIFICATION";"SAISIE INTERNE"
"IR_SAF_V";0;NA;7;11;"";"PPNA1 OU MEDECINE FORFAITAIRE";"SAISIE INTERNE"
"IR_SAF_V";0;NA;7;12;"";"PROGRES PN OU IVG";"SAISIE INTERNE"
"IR_SAF_V";0;NA;7;13;"";"Progrès PE PAPIER -hors réforme IJ/AS";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;7;15;"";"WINB2";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;7;17;"";"SCANNER";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;7;19;"";"LASER";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;7;21;"CP";"CLINIQUES PRIVEES ET HOPITAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;7;22;"CS";"CENTRES DE SANTE";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;7;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;7;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;7;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;7;2;"";"RENTES AT";"SAISIE INTERNE : CANSSM"
"IR_SAF_V";0;NA;7;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;7;4;"";"RECYCLAGE IRIS";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;7;5;"";"SAISIE MANUELLE NORME D ECHANGE COMMUNE";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;7;68;"";"PAIEMENT DES FORFAITS MEDECIN REFERENT";"SAISIE INTERNE : CANSSM"
"IR_SAF_V";0;NA;7;69;"";"Tarification à l'activité";"SAISIE INTERNE : CANSSM"
"IR_SAF_V";0;NA;7;6;"";"COMPTABILITE ANNEXE (IDENTIFICATION DES FLUX DE PAIEMENT D ACOMPTE ET DE DE SOLDE DANS LE CADRE D UNE CAISSE PIVOT";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;7;7;"";"REGUL - PN";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;5;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;5;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;5;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;5;27;"";"PRESTATIONS ESPECES";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;28;"";"RENTES AT";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;29;"";"INVALIDITE";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;5;50;"";"FEUILLE DE SOINS + PHARMACIE";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;51;"";"AUXILIAIRES MEDICAUX";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;52;"";"LABORATOIRE";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;53;"";"DENTAIRE";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;54;"";"TRANSPORTS";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;55;"";"APPAREILLAGE";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;5;56;"";"COMPLEMENTAIRE";"SAISIE INTERNE : RATP"
"IR_SAF_V";0;NA;10;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;10;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;10;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;10;2;"";"RENTES AT";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;3;"";"CURES THERMALES (SAISIE INTERNE)";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;10;4;"";"RECYCLAGE IRIS";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;5;"";"SAISIE MANUELLE NORME D ECHANGE COMMUNE";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;6;"";"COMPTABILITE ANNEXE (IDENTIFICATION DES FLUX DE PAIEMENT D ACOMPTE ET DE DE SOLDE DANS LE CADRE D UNE CAISSE PIVOT";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;84;"";"PROGRES PE FI";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;85;"";"PROGRES PE DSN";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;86;"";"PROGRES PE EDI posté";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;87;"";"PROGRES PE EDI Machine-Machine";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;96;"";"PARTICIPATION FORFAITAIRE";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;98;"";"MAJORATION DU TICKET MODERATEUR HORS PARCOURS DE SOINS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;10;"";"SAISIE INTERNE SANS SPECIFICATION";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;12;21;"CP";"CLINIQUES PRIVEES ET HOPITAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;12;22;"CS";"CENTRES DE SANTE";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;12;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;12;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;12;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;12;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;12;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;10;"";"SAISIE INTERNE SANS SPECIFICATION";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;14;21;"CP";"CLINIQUES PRIVEES ET HOPITAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;14;22;"CS";"CENTRES DE SANTE";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;14;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;14;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;14;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;14;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;14;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;10;"";"SAISIE INTERNE SANS SPECIFICATION";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;15;21;"CP";"CLINIQUES PRIVEES ET HOPITAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;15;22;"CS";"CENTRES DE SANTE";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;15;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;15;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;15;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;15;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;15;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;16;10;"";"SAISIE INTERNE SANS SPECIFICATION";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;16;21;"CP";"CLINIQUES PRIVEES ET HOPITAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;16;22;"CS";"CENTRES DE SANTE";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;16;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;16;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;16;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;16;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;16;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;14;"";"FLUX DE SEJOUR (FLSJ)";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;6;14;"";"FLUX DE SEJOUR (FLSJ)";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;7;14;"";"FLUX DE SEJOUR (FLSJ)";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;8;14;"";"FLUX DE SEJOUR (FLSJ)";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;10;10;"";"SAISIE INTERNE SANS SPECIFICATION";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;11;"";"PPNA1";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;12;"";"PROGRES PN";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;13;"";"Progrès PE PAPIER -hors réforme IJ/AS";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;14;"";"FLUX DE SEJOUR (FLSJ)";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;10;15;"";"WINB2";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;17;"";"SCANNER";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;19;"";"LASER";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;1;"";"INVALIDITE";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;10;21;"CP";"CLINIQUES PRIVEES ET HOPITAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;10;22;"CS";"CENTRES DE SANTE";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;1;24;"";"SAISIE INTERNE SLM (SECTIONS LOCALES MUTUALISTES)";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;1;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;1;2;"";"RENTES AT";"SAISIE INTERNE REGIME GENERAL"
