"nom_table";"TEC_COL";"ALD_030_COD";"CAT_CIM_COD";"CIM_COD";"CIM_LIB";"VER_CPT_COD";"VER_CPT_DTE";"CAT_TUM_COD";"CPT_COP_NUM"
"IR_CIM_V";0;99;"F94";"F948";"Autres troubles du fonctionnement social de l'enfance";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F94";"F949";"Trouble du fonctionnement social de l'enfance, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F95";"F95";"Tics";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F95";"F950";"Tic transitoire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F95";"F951";"Tic moteur ou vocal chronique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F95";"F952";"Forme associant tics vocaux et tics moteurs [syndrome de Gilles de la Tourette]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F95";"F958";"Autres tics";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F95";"F959";"Tic, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F98";"Autres troubles du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F980";"Énurésie non organique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F981";"Encoprésie non organique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F982";"Trouble de l'alimentation non organique du nourrisson et de l'enfant";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F983";"Pica du nourrisson et de l'enfant";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F984";"Mouvements stéréotypés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F985";"Bégaiement";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F986";"Bredouillement [langage précipité]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F988";"Autres troubles précisés du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F98";"F989";"Trouble du comportement et trouble émotionnel apparaissant habituellement durant l'enfance et l'adolescence, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"F99";"F99";"Trouble mental, sans autre indication";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G00";"G00";"Méningite bactérienne, non classée ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G00";"G000";"Méningite à Haemophilus";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G00";"G001";"Méningite à pneumocoques";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G00";"G002";"Méningite à streptocoques";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G00";"G003";"Méningite à staphylocoques";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G00";"G008";"Autres méningites bactériennes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;23;"F72";"F721";"Retard mental grave : déficience du comportement significatif, nécessitant une surveillance ou traitement";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;23;"F72";"F728";"Retard mental grave : autres déficiences du comportement";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;23;"F72";"F729";"Retard mental grave : sans mention d'une déficience du comportement";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;23;"F73";"F73";"Retard mental profond";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;23;"F73";"F730";"Retard mental profond : déficience du comportement absent ou minime";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;23;"F73";"F731";"Retard mental profond : déficience du comportement significatif, nécessitant une surveillance ou traitement";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;23;"F73";"F738";"Retard mental profond : autres déficiences du comportement";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;23;"F73";"F739";"Retard mental profond : sans mention d'une déficience du comportement";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;23;"F78";"F78";"Autres formes de retard mental";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G04";"G042";"Méningo-encéphalite et méningomyélite bactériennes, non classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G04";"G048";"Autres encéphalites, myélites et encéphalomyélites";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G04";"G049";"Encéphalite, myélite et encéphalomyélite, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G05";"G05";"Encéphalite, myélite et encéphalomyélite au cours d'affections classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G05";"G050";"Encéphalite, myélite et encéphalomyélite au cours d'infections bactériennes classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G05";"G051";"Encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G05";"G052";"Encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G05";"G058";"Encéphalite, myélite et encéphalomyélite au cours d'autres affections classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G06";"G06";"Abcès et granulome intracrâniens et intrarachidiens";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G06";"G060";"Abcès et granulome intracrâniens";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G06";"G061";"Abcès et granulome intrarachidiens";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G06";"G062";"Abcès extra-dural et sous-dural, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G07";"G07";"Abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;1;"G08";"G08";"Phlébite et thrombophlébite intracrâniennes et intrarachidiennes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G09";"G09";"Séquelles d'affections inflammatoires du système nerveux central";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G10";"G10";"Chorée de Huntington";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G11";"G11";"Ataxie héréditaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G11";"G110";"Ataxie congénitale non progressive";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G11";"G111";"Ataxie cérébelleuse à début précoce";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G11";"G112";"Ataxie cérébelleuse tardive";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G11";"G113";"Ataxie cérébelleuse avec défaut de réparation de l'ADN";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G11";"G114";"Paraplégie spastique héréditaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G11";"G118";"Autres ataxies héréditaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G11";"G119";"Ataxie héréditaire, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G12";"G12";"Amyotrophie spinale et syndromes apparentés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G12";"G120";"Amyotrophie spinale infantile, type I [Werdnig-Hoffman]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G12";"G121";"Autres amyotrophies spinales héréditaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G12";"G122";"Maladies du neurone moteur";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G12";"G128";"Autres amyotrophies spinales et syndromes apparentés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G12";"G129";"Amyotrophie spinale, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G13";"G13";"Affections dégénératives systémiques affectant principalement le système nerveux central au cours d'affections classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G13";"G130";"Neuromyopathie et neuropathie paranéoplasiques (Denny-Brown)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G13";"G131";"Autres affections dégénératives systémiques affectant principalement le système nerveux central au cours de maladies tumorales";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G13";"G132";"Affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème (E00.1, E03.-)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G13";"G138";"Affections dégénératives systémiques affectant principalement le système nerveux central au cours d'autres affections classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G14";"G14";"Syndrome postpoliomyélite";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;16;"G20";"G20";"Maladie de Parkinson";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;16;"G21";"G21";"Syndrome parkinsonien secondaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G21";"G210";"Syndrome malin des neuroleptiques";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G21";"G211";"Autres syndromes secondaires parkinsoniens dus à des médicaments";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G21";"G212";"Syndrome parkinsonien secondaire dû à d'autres agents externes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G21";"G213";"Syndrome parkinsonien postencéphalitique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G21";"G214";"Syndrome parkinsonien vasculaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;16;"G21";"G218";"Autres syndromes parkinsoniens secondaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G21";"G219";"Syndrome parkinsonien secondaire, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G22";"G22";"Syndrome parkinsonien au cours de maladies classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G23";"G23";"Autres maladies dégénératives des noyaux gris centraux";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G23";"G230";"Maladie de Hallervorden-Spatz";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G23";"G231";"Ophtalmoplégie supranucléaire progressive [maladie de Steele-Richardson-Olszewski]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G23";"G232";"Dégénérescence striato-nigrique [nigrostriée]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G23";"G238";"Autres maladies dégénératives précisées des noyaux gris centraux";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G23";"G239";"Maladie dégénérative des noyaux gris centraux, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G24";"G24";"Dystonie";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G24";"G240";"Dystonie médicamenteuse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G24";"G241";"Dystonie idiopathique (familiale)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G24";"G242";"Dystonie idiopathique non familiale";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G24";"G243";"Torticolis spasmodique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G24";"G244";"Dystonie bucco-faciale idiopathique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G24";"G245";"Blépharospasme";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G24";"G248";"Autres dystonies";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G24";"G249";"Dystonie, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G25";"Autres syndromes extrapyramidaux et troubles de la motricité";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G250";"Tremblement essentiel";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G251";"Tremblement dû à des médicaments";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G252";"Autres formes précisées de tremblement";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G253";"Myoclonie";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G254";"Chorée médicamenteuse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G255";"Autres chorées";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G256";"Tics médicamenteux et autres tics d'origine organique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G258";"Autres syndromes précisés extrapyramidaux et troubles de la motricité";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G25";"G259";"Syndrome extrapyramidal et trouble de la motricité, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G26";"G26";"Syndromes extrapyramidaux et troubles de la motricité au cours d'affections classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G30";"G30";"Maladie d'Alzheimer";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G30";"G300";"Maladie d'Alzheimer à début précoce";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G30";"G301";"Maladie d'Alzheimer à début tardif";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G30";"G308";"Autres formes de la maladie d'Alzheimer";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G30";"G309";"Maladie d'Alzheimer, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G31";"G31";"Autres affections dégénératives du système nerveux, non classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G31";"G310";"Atrophie cérébrale circonscrite";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G31";"G311";"Dégénérescence cérébrale sénile, non classée ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G31";"G312";"Dégénérescence du système nerveux liée à l'alcool";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G31";"G318";"Autres affections dégénératives précisées du système nerveux";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G00";"G009";"Méningite bactérienne, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G01";"G01";"Méningite au cours d'affections bactériennes classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G02";"G02";"Méningite au cours d'autres maladies infectieuses et parasitaires classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G02";"G020";"Méningite au cours d'infections virales classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G02";"G021";"Méningite au cours de mycoses classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G02";"G028";"Méningite au cours d'autres maladies infectieuses et parasitaires précisées classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G03";"G03";"Méningite due à des causes autres et non précisées";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G03";"G030";"Méningite à liquide clair";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G03";"G031";"Méningite chronique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G03";"G032";"Méningite récurrente bénigne [Mollaret]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G03";"G038";"Méningite due à d'autres causes précisées";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G03";"G039";"Méningite, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G04";"G04";"Encéphalite, myélite et encéphalomyélite";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G04";"G040";"Encéphalite aiguë disséminée";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G04";"G041";"Paraplégie spastique tropicale";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G31";"G319";"Affection dégénérative du système nerveux, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G32";"G32";"Autres affections dégénératives du système nerveux au cours d'affections classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G32";"G320";"Dégénérescence combinée subaiguë de la moelle épinière au cours de maladies classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G32";"G328";"Autres affections dégénératives précisées du système nerveux au cours de maladies classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;25;"G35";"G35";"Sclérose en plaques";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G36";"G36";"Autres affections démyélinisantes aiguës disséminées";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G36";"G360";"Neuromyélite optique [Devic]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G36";"G361";"Leucoencéphalite hémorragique aiguë et subaiguë [Hurst]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G36";"G368";"Autres affections démyélinisantes aiguës disséminées précisées";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G36";"G369";"Affection démyélinisante aiguë disséminée, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G37";"G37";"Autres affections démyélinisantes du système nerveux central";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G37";"G370";"Sclérose diffuse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G37";"G371";"Démyélinisation centrale du corps calleux";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G37";"G372";"Myélinolyse centropontine";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G37";"G373";"Myélite transverse aiguë (au cours d'affections démyélinisantes du système nerveux central)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G37";"G374";"Myélite nécrosante subaiguë";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G37";"G375";"Sclérose concentrique [Baló] (système nerveux central)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G37";"G378";"Autres affections démyélinisantes précisées du système nerveux central";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G37";"G379";"Affection démyélinisante du système nerveux central, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G40";"Épilepsie";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G400";"Épilepsie et syndromes épileptiques idiopathiques définis par leur localisation (focale, partielle) avec crises à début focal";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G401";"Épilepsie et syndromes épileptiques symptomatiques définis par leur localisation (focale, partielle) avec crises partielles simples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G402";"Épilepsie et syndromes épileptiques symptomatiques définis par leur localisation (focale, partielle) avec des crises partielles complexes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G403";"Épilepsie et syndromes épileptiques généralisés idiopathiques";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G404";"Autres épilepsies et syndromes épileptiques généralisés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G405";"Syndromes épileptiques particuliers";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G406";"Crise de grand mal, sans précision (avec ou sans petit mal)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G407";"Petit mal, sans crises de grand mal, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G408";"Autres épilepsies";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G40";"G409";"Épilepsie, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G41";"G41";"État de mal épileptique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G41";"G410";"État de grand mal épileptique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G41";"G411";"État de petit mal épileptique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G41";"G412";"État de mal épileptique partiel complexe";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G41";"G418";"Autres états de mal épileptique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;9;"G41";"G419";"État de mal épileptique, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G43";"G43";"Migraine";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G43";"G430";"Migraine sans aura [migraine commune]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G43";"G431";"Migraine avec aura [migraine classique]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G43";"G432";"État de mal migraineux";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G43";"G433";"Migraine compliquée";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G43";"G438";"Autres migraines";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G43";"G439";"Migraine, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G44";"G44";"Autres syndromes d'algies céphaliques";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G44";"G440";"Syndrome d'algie vasculaire de la face";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G44";"G441";"Céphalée vasculaire, non classée ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G44";"G442";"Céphalée dite de tension";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G44";"G443";"Céphalée chronique post-traumatique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G44";"G444";"Céphalée médicamenteuse, non classée ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G44";"G448";"Autres syndromes précisés d'algies céphaliques";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G45";"G45";"Accidents ischémiques cérébraux transitoires et syndromes apparentés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G45";"G450";"Syndrome vertébro-basilaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G45";"G451";"Syndrome carotidien (hémisphérique)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G45";"G452";"Accident ischémique transitoire de territoires artériels précérébraux multiples et bilatéraux";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G45";"G453";"Amaurose fugace";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G45";"G454";"Amnésie globale transitoire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G45";"G458";"Autres accidents ischémiques cérébraux transitoires et syndromes apparentés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G45";"G459";"Accident ischémique cérébral transitoire, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G46";"Syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires (I60-I67)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G460";"Syndrome de l'artère cérébrale moyenne (I66.0)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G461";"Syndrome de l'artère cérébrale antérieure (I66.1)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G462";"Syndrome de l'artère cérébrale postérieure (I66.2)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G463";"Syndromes vasculaires du tronc cérébral (I60-I67)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G464";"Syndrome cérébelleux vasculaire (I60-I67)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G465";"Syndrome lacunaire moteur pur (I60-I67)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G466";"Syndrome lacunaire sensitif pur (I60-I67)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G467";"Autres syndromes lacunaires (I60-I67)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"G46";"G468";"Autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires (I60-I67)";"V8.0";"02JUL2017:00:00:00";NA;NA
