"nom_table";"TEC_COL";"PRS_ANO_COD";"RAN_COD";"PRS_ANO_LIB";"CPT_COP_NUM"
"IR_TAN_V";0;"P0305";"P";"Résultat contrôle fusion ANO_HOSP/HOSP_PMSI incorrect";NA
"IR_TAN_V";0;"P0306";"P";"Résultat contrôle fusion ANO_PMSI/Fichier PMSI incorrect";NA
"IR_TAN_V";0;"P0312";"P";"Code Diagnostic significatif (CIM10) incorrect";NA
"IR_TAN_V";0;"P0313";"P";"Code de l''acte CDAM incorrect";NA
"IR_TAN_V";0;"P0314";"P";"Code de l''acte CCAM incorrect";NA
"IR_TAN_V";0;"P0315";"P";"Phase de l''acte CCAM incorrecte";NA
"IR_TAN_V";0;"P0401";"P";"Type d''enregistrement incorrect";NA
"IR_TAN_V";0;"P0402";"P";"Code de prise en charge incorrect";NA
"IR_TAN_V";0;"P0403";"P";"Justification Exonération TM incorrecte";NA
"IR_TAN_V";0;"P0501";"P";"Type de séjour incorrect";NA
"IR_TAN_V";0;"P0502";"P";"Code de prise en charge incorrect";NA
"IR_TAN_V";0;"P0503";"P";"Code Grand Régime incorrect";NA
"IR_TAN_V";0;"P0504";"P";"Code géographique de résidence incorrect";NA
"IR_TAN_V";0;"P0505";"P";"Type d''enregistrement incorrect";NA
"IR_TAN_V";0;"R0270";"R";"Nature de la revalorisation incorrecte";NA
"IR_TAN_V";0;"R0271";"R";"Delai de carence";NA
"IR_TAN_V";0;"R0272";"R";"Code pathologie";NA
"IR_TAN_V";0;"R0273";"R";"Numero de dent";NA
"IR_TAN_V";0;"R0274";"R";"Top prestation forfaitaire incorrect";NA
"IR_TAN_V";0;"R0275";"R";"Mode de prescription incorrect";NA
"IR_TAN_V";0;"R0276";"R";"Top déconditionnement incorrect";NA
"IR_TAN_V";0;"R0277";"R";"Type de CIP délivré incorrect";NA
"IR_TAN_V";0;"R0280";"R";"Numéro de GHS incorrect";NA
"IR_TAN_V";0;"R0281";"R";"Nature de fin de séjour (transfert) incorrect";NA
"IR_TAN_V";0;"R0282";"R";"Code discipline mco incorrect";NA
"IR_TAN_V";0;"R0283";"R";"Indicateur TAA incorrect";NA
"IR_TAN_V";0;"R0284";"R";"Type de Minoration GHS incorrect";NA
"IR_TAN_V";0;"R0290";"R";"Prestation affinée CCAM incorrecte";NA
"IR_TAN_V";0;"R0291";"R";"Code activité incorrect";NA
"IR_TAN_V";0;"R0292";"R";"Phase de traitement incorrect";NA
"IR_TAN_V";0;"R0293";"R";"Code modificateur incorrect";NA
"IR_TAN_V";0;"R0294";"R";"Code association incorrect";NA
"IR_TAN_V";0;"R0295";"R";"Code remboursement exceptionnel incorrect";NA
"IR_TAN_V";0;"R0296";"R";"Indicateur de supplément de charge en cabinet incorrect";NA
"IR_TAN_V";0;"R0297";"R";"Numéro de dent incorrect";NA
"IR_TAN_V";0;"R0301";"R";"Numéro de médecin traitant incorrect";NA
"IR_TAN_V";0;"R0302";"R";"Qualificatif du parcours de soins Entrée incorrect";NA
"IR_TAN_V";0;"R0303";"R";"Qualificatif du parcours de soins Sortie incorrect";NA
"IR_TAN_V";0;"R0304";"R";"Qualificatif de la dépense transmis incorrect";NA
"IR_TAN_V";0;"R0305";"R";"Indicateur de tarif opposable incorrect";NA
"IR_TAN_V";0;"R0306";"R";"Option de coordination incorrecte";NA
"IR_TAN_V";0;"R0307";"R";"Indicateur Prescripteur Médecin Traitant incorrect";NA
"IR_TAN_V";0;"R0308";"R";"Indicateur Référentiel EP Kiné incorrect";NA
"IR_TAN_V";0;"R0309";"R";"Indicateur Top Entente Préalable Kiné incorrect";NA
"IR_TAN_V";0;"R0310";"R";"Type de prestation Kiné incorrect";NA
"IR_TAN_V";0;"R0311";"R";"Dispositif de prévention incorrect";NA
"IR_TAN_V";0;"R0312";"R";"Contexte PS incorrect";NA
"IR_TAN_V";0;"R0313";"R";"Contexte Bénéficiaire incorrect";NA
"IR_TAN_V";0;"R0314";"R";"Type de Majoration incorrect";NA
"IR_TAN_V";0;"R0401";"R";"Regime incorrect";NA
"IR_TAN_V";0;"R0402";"R";"Exoneration du ticket moderateur incorrecte";NA
"IR_TAN_V";0;"R0403";"R";"Modulation du ticket moderateur incorrecte";NA
"IR_TAN_V";0;"R0404";"R";"Categorie de pension invalidite incorrecte";NA
"IR_TAN_V";0;"R0405";"R";"Etat de la pension invalidite incorrect";NA
"IR_TAN_V";0;"R0407";"R";"Motif de suppression de la rente AT incorrect";NA
"IR_TAN_V";0;"R0501";"R";"Nature assurance incorrecte";NA
"IR_TAN_V";0;"R0502";"R";"Nature accident du travail incorrecte";NA
"IR_TAN_V";0;"R0503";"R";"Motif exoneration du ticket moderateur incorrect";NA
"IR_TAN_V";0;"R0505";"R";"Taux de prise en charge incorrect";NA
"IR_TAN_V";0;"R0506";"R";"Qualificatif de la depense incorrect";NA
"IR_TAN_V";0;"R0507";"R";"Destinataire du reglement incorrect";NA
"IR_TAN_V";0;"R0551";"R";"Numero de professionnel de sante executant";NA
"IR_TAN_V";0;"R0552";"R";"Numero de professionnel de sante prescripteur";NA
"IR_TAN_V";0;"R0553";"R";"Specialite medicale incorrecte";NA
"IR_TAN_V";0;"R0554";"R";"Nature activite pour les non medecins incorrecte";NA
"IR_TAN_V";0;"R0557";"R";"Informations reseaux et filieres incorrectes";NA
"IR_TAN_V";0;"R0558";"R";"Statut juridique ou mode  exercice incorrect";NA
"IR_TAN_V";0;"R0559";"R";"Secteur conventionnel incorrect";NA
"IR_TAN_V";0;"R0560";"R";"Zone tarif executant ou prescripteur incorrecte";NA
"IR_TAN_V";0;"R0561";"R";"Nature exercice incorrecte";NA
"IR_TAN_V";0;"R0562";"R";"Code lieu d'exécution erroné";NA
"IR_TAN_V";0;"R0563";"R";"Taux TAA erroné";NA
"IR_TAN_V";0;"R0564";"R";"Type de renouvellement erroné";NA
"IR_TAN_V";0;"R0565";"R";"Donnée non numérique";NA
"IR_TAN_V";0;"R0566";"R";"Code UCD erroné";NA
"IR_TAN_V";0;"R0567";"R";"Top UCD erroné";NA
"IR_TAN_V";0;"R0568";"R";"Coefficient de fractionnement erroné";NA
"IR_TAN_V";0;"R0569";"R";"Indicateur de suivi du Numéro RPPS incorrect";NA
"IR_TAN_V";0;"R0570";"R";"Donnée non numérique";NA
"IR_TAN_V";0;"R0571";"R";"Indicateur Prescription en Ligne incorrect";NA
"IR_TAN_V";0;"R0601";"R";"Categorie etablissement incorrecte";NA
"IR_TAN_V";0;"R0602";"R";"Statut juridique etablissement incorrect";NA
"IR_TAN_V";0;"R0610";"R";"Heure de départ du transport erronée";NA
