"nom_table";"TEC_COL";"CAT_CIM_COD";"CAT_CIM_LIB";"CPT_COP_NUM"
"IR_CCI_V";0;"Y95";"Facteurs nosocomiaux";NA
"IR_CCI_V";0;"Z01";"Autres examens spéciaux et investigations de sujets ne se plaignant de rien ou pour lesquels aucun diagnostic n'est rapporté";NA
"IR_CCI_V";0;"Z13";"Examen spécial de dépistage d'autres maladies et états pathologiques";NA
"IR_CCI_V";0;"V36";"Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un autre véhicule sans moteur";NA
"IR_CCI_V";0;"V39";"Occupant d'un véhicule à moteur à trois roues blessé dans des accidents de transport, autres et sans précision";NA
"IR_CCI_V";0;"Y60";"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'actes médicaux et chirurgicaux";NA
"IR_CCI_V";0;"W24";"Contact avec des dispositifs de levage et de transmission, non classés ailleurs";NA
"IR_CCI_V";0;"W25";"Contact avec du verre tranchant";NA
"IR_CCI_V";0;"Y76";"Appareils utilisés en obstétrique et en gynécologie, associés à des accidents";NA
"IR_CCI_V";0;"Y79";"Appareils orthopédiques, associés à des accidents";NA
"IR_CCI_V";0;"V47";"Occupant d'une automobile blessé dans une collision avec un objet fixe ou stationnaire";NA
"IR_CCI_V";0;"V52";"Occupant d'une camionnette blessé dans une collision avec un véhicule à moteur à deux ou trois roues";NA
"IR_CCI_V";0;"W41";"Exposition à un jet à haute pression";NA
"IR_CCI_V";0;"W44";"Corps étranger pénétrant dans l'oeil ou un orifice naturel";NA
"IR_CCI_V";0;"W45";"Corps étranger ou objet pénétrant dans la peau";NA
"IR_CCI_V";0;"V62";"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues";NA
"IR_CCI_V";0;"Y06";"Délaissement et abandon";NA
"IR_CCI_V";0;"Y86";"Séquelles d'autres accidents";NA
"IR_CCI_V";0;"V63";"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette";NA
"IR_CCI_V";0;"V65";"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire";NA
"IR_CCI_V";0;"V67";"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire";NA
"IR_CCI_V";0;"W65";"Noyade et submersion dans une baignoire";NA
"IR_CCI_V";0;"Z37";"Résultat de l'accouchement";NA
"IR_CCI_V";0;"Z48";"Autres soins de contrôle chirurgicaux";NA
"IR_CCI_V";0;"S88";"Amputation traumatique de la jambe";NA
"IR_CCI_V";0;"T49";"Intoxication par substances à usage topique agissant essentiellement sur la peau et les muqueuses et par médicaments à usage ophtalmologique, oto-rhino-laryngologique et dentaires";NA
"IR_CCI_V";0;"C90";"Myélome multiple et tumeurs malignes à plasmocytes";NA
"IR_CCI_V";0;"C97";"Tumeurs malignes de sièges multiples indépendants (primitifs)";NA
"IR_CCI_V";0;"D03";"Mélanome in situ";NA
"IR_CCI_V";0;"D11";"Tumeur bénigne des glandes salivaires principales";NA
"IR_CCI_V";0;"D18";"Hémangiome et lymphangiome, tout siège";NA
"IR_CCI_V";0;"B78";"Anguillulose [strongyloïdose]";NA
"IR_CCI_V";0;"B80";"Oxyurose";NA
"IR_CCI_V";0;"B81";"Autres helminthiases intestinales, non classées ailleurs";NA
"IR_CCI_V";0;"B83";"Autres helminthiases";NA
"IR_CCI_V";0;"B97";"Virus, cause de maladies classées dans d'autres chapitres";NA
"IR_CCI_V";0;"C00";"Tumeur maligne de la lèvre";NA
"IR_CCI_V";0;"C12";"Tumeur maligne du sinus piriforme";NA
"IR_CCI_V";0;"C17";"Tumeur maligne de l'intestin grêle";NA
"IR_CCI_V";0;"C23";"Tumeur maligne de la vésicule biliaire";NA
"IR_CCI_V";0;"C43";"Mélanome malin de la peau";NA
"IR_CCI_V";0;"C45";"Mésothéliome";NA
"IR_CCI_V";0;"C46";"Sarcome de Kaposi";NA
"IR_CCI_V";0;"C55";"Tumeur maligne de l'utérus, partie non précisée";NA
"IR_CCI_V";0;"C64";"Tumeur maligne du rein, à l'exception du bassinet";NA
"IR_CCI_V";0;"D81";"Déficits immunitaires combinés";NA
"IR_CCI_V";0;"D84";"Autres déficits immunitaires";NA
"IR_CCI_V";0;"D86";"Sarcoïdose";NA
"IR_CCI_V";0;"E00";"Syndrome d'insuffisance thyroïdienne congénitale";NA
"IR_CCI_V";0;"E01";"Affections thyroïdiennes et apparentées liées à une carence en iode";NA
"IR_CCI_V";0;"E25";"Anomalies génito-surrénaliennes";NA
"IR_CCI_V";0;"E56";"Autres avitaminoses";NA
"IR_CCI_V";0;"E59";"Carence alimentaire en sélénium";NA
"IR_CCI_V";0;"E72";"Autres anomalies du métabolisme des acides aminés";NA
"IR_CCI_V";0;"D34";"Tumeur bénigne de la thyroïde";NA
"IR_CCI_V";0;"D47";"Autres tumeurs des tissus lymphoïde, hématopoïétique et apparentés à évolution imprévisible ou inconnue";NA
"IR_CCI_V";0;"D60";"Aplasie médullaire acquise pure [érythroblastopénie]";NA
"IR_CCI_V";0;"D71";"Anomalies fonctionnelles des granulocytes neutrophiles";NA
"IR_CCI_V";0;"F20";"Schizophrénie";NA
"IR_CCI_V";0;"F40";"Troubles anxieux phobiques";NA
"IR_CCI_V";0;"F60";"Troubles spécifiques de la personnalité";NA
"IR_CCI_V";0;"F65";"Troubles de la préférence sexuelle";NA
"IR_CCI_V";0;"F78";"Autres formes de retard mental";NA
"IR_CCI_V";0;"F81";"Troubles spécifiques du développement des acquisitions scolaires";NA
"IR_CCI_V";0;"F91";"Troubles des conduites";NA
"IR_CCI_V";0;"G01";"Méningite au cours d'affections bactériennes classées ailleurs";NA
"IR_CCI_V";0;"E76";"Anomalies du métabolisme des glucosaminoglycanes";NA
"IR_CCI_V";0;"S43";"Luxation, entorse et foulure des articulations et des ligaments de la ceinture scapulaire";NA
"IR_CCI_V";0;"S45";"Lésion des vaisseaux sanguins au niveau de l'épaule et du bras";NA
"IR_CCI_V";0;"S46";"Lésion traumatique de muscles et de tendons au niveau de l'épaule et du bras";NA
"IR_CCI_V";0;"S47";"Écrasement de l'épaule et du bras";NA
"IR_CCI_V";0;"S50";"Lésion traumatique superficielle de l'avant-bras";NA
"IR_CCI_V";0;"Z83";"Antécédents familiaux d'autres maladies spécifiques";NA
"IR_CCI_V";0;"Z54";"Convalescence";NA
"IR_CCI_V";0;"Z94";"Présence de greffe d'organe et de tissu";NA
"IR_CCI_V";0;"T37";"Intoxication par d'autres anti-infectieux et antiparasitaires systémiques";NA
"IR_CCI_V";0;"X01";"Exposition à un feu non maîtrisé, hors d'un bâtiment ou d'un ouvrage";NA
"IR_CCI_V";0;"X27";"Contact avec d'autres animaux venimeux précisés";NA
"IR_CCI_V";0;"T83";"Complications de prothèses, implants et greffes génito-urinaires";NA
"IR_CCI_V";0;"X29";"Contact avec un animal venimeux ou une plante vénéneuse, sans précision";NA
"IR_CCI_V";0;"X37";"Tempête cataclysmique";NA
"IR_CCI_V";0;"T92";"Séquelles de lésions traumatiques du membre supérieur";NA
"IR_CCI_V";0;"T95";"Séquelles de brûlures, corrosions et gelures";NA
"IR_CCI_V";0;"T98";"Séquelles de causes externes, autres et sans précision";NA
"IR_CCI_V";0;"H90";"Surdité de transmission et neurosensorielle";NA
"IR_CCI_V";0;"I05";"Maladies rhumatismales de la valvule mitrale";NA
"IR_CCI_V";0;"G43";"Migraine";NA
"IR_CCI_V";0;"G54";"Affections des racines et des plexus nerveux";NA
"IR_CCI_V";0;"G56";"Mononévrite du membre supérieur";NA
"IR_CCI_V";0;"G61";"Polynévrites inflammatoires";NA
"IR_CCI_V";0;"G62";"Autres polynévrites";NA
"IR_CCI_V";0;"G82";"Paraplégie et tétraplégie";NA
"IR_CCI_V";0;"G94";"Autres affections du cerveau au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"J20";"Bronchite aiguë";NA
"IR_CCI_V";0;"J38";"Maladies des cordes vocales et du larynx, non classées ailleurs";NA
"IR_CCI_V";0;"J44";"Autres maladies pulmonaires obstructives chroniques";NA
"IR_CCI_V";0;"J86";"Pyothorax";NA
"IR_CCI_V";0;"J90";"Épanchement pleural, non classé ailleurs";NA
"IR_CCI_V";0;"J93";"Pneumothorax";NA
"IR_CCI_V";0;"J94";"Autres affections pleurales";NA
"IR_CCI_V";0;"J96";"Insuffisance respiratoire, non classée ailleurs";NA
"IR_CCI_V";0;"J99";"Troubles respiratoires au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"K02";"Caries dentaires";NA
"IR_CCI_V";0;"I21";"Infarctus aigu du myocarde";NA
"IR_CCI_V";0;"I31";"Autres maladies du péricarde";NA
"IR_CCI_V";0;"I39";"Endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"I40";"Myocardite aiguë";NA
"IR_CCI_V";0;"I71";"Anévrisme aortique et dissection";NA
"IR_CCI_V";0;"I73";"Autres maladies vasculaires périphériques";NA
"IR_CCI_V";0;"I87";"Autres atteintes veineuses";NA
"IR_CCI_V";0;"J12";"Pneumopathies virales, non classées ailleurs";NA
"IR_CCI_V";0;"J14";"Pneumopathie due à Haemophilus influenzae";NA
"IR_CCI_V";0;"L12";"Pemphigoïde";NA
"IR_CCI_V";0;"L23";"Dermite allergique de contact";NA
"IR_CCI_V";0;"L42";"Pityriasis rosé de Gibert";NA
"IR_CCI_V";0;"L45";"Lésions papulo-squameuses au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"L59";"Autres affections de la peau et du tissu cellulaire sous-cutané liées à une irradiation";NA
"IR_CCI_V";0;"L60";"Maladies des ongles";NA
"IR_CCI_V";0;"L65";"Autres formes non cicatricielles de raréfaction du système pileux";NA
"IR_CCI_V";0;"L73";"Autres affections folliculaires";NA
"IR_CCI_V";0;"L74";"Affections des glandes sudoripares exocrines";NA
"IR_CCI_V";0;"L80";"Vitiligo";NA
"IR_CCI_V";0;"L84";"Cors et callosités";NA
"IR_CCI_V";0;"L91";"Affections hypertrophiques de la peau";NA
"IR_CCI_V";0;"K38";"Autres maladies de l'appendice";NA
"IR_CCI_V";0;"K41";"Hernie crurale";NA
"IR_CCI_V";0;"K44";"Hernie diaphragmatique";NA
"IR_CCI_V";0;"K46";"Hernie abdominale non précisée";NA
"IR_CCI_V";0;"K52";"Autres gastro-entérites et colites non infectieuses";NA
"IR_CCI_V";0;"K58";"Syndrome de l'intestin irritable";NA
"IR_CCI_V";0;"K59";"Autres troubles fonctionnels de l'intestin";NA
"IR_CCI_V";0;"K65";"Péritonite";NA
"IR_CCI_V";0;"K81";"Cholécystite";NA
"IR_CCI_V";0;"K86";"Autres maladies du pancréas";NA
"IR_CCI_V";0;"M09";"Polyarthrite juvénile au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"M31";"Autres vasculopathies nécrosantes";NA
"IR_CCI_V";0;"M36";"Atteintes systémiques du tissu conjonctif au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"M16";"Coxarthrose [arthrose de la hanche]";NA
"IR_CCI_V";0;"M21";"Autres déformations des membres";NA
"IR_CCI_V";0;"M23";"Lésion interne du genou";NA
"IR_CCI_V";0;"M51";"Atteintes d'autres disques intervertébraux";NA
"IR_CCI_V";0;"M79";"Autres affections des tissus mous, non classées ailleurs";NA
"IR_CCI_V";0;"M80";"Ostéoporose avec fracture pathologique";NA
"IR_CCI_V";0;"M68";"Atteintes de la synoviale et du tendon au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"M91";"Ostéochondrite juvénile de la hanche et du bassin";NA
"IR_CCI_V";0;"N00";"Syndrome néphritique aigu";NA
"IR_CCI_V";0;"N02";"Hématurie récidivante et persistante";NA
"IR_CCI_V";0;"M86";"Ostéomyélite";NA
"IR_CCI_V";0;"O08";"Complications consécutives à un avortement, une grossesse extra-utérine et molaire";NA
"IR_CCI_V";0;"O13";"Hypertension gestationnelle [liée à la grossesse]";NA
"IR_CCI_V";0;"O20";"Hémorragie du début de la grossesse";NA
"IR_CCI_V";0;"O22";"Complications veineuses et hémorroïdes au cours de la grossesse";NA
"IR_CCI_V";0;"O24";"Diabète sucré au cours de la grossesse";NA
"IR_CCI_V";0;"O41";"Autres anomalies du liquide amniotique et des membranes";NA
"IR_CCI_V";0;"O60";"Travail et accouchement prématurés [avant terme]";NA
"IR_CCI_V";0;"O62";"Anomalies de la contraction utérine et de la dilatation du col";NA
"IR_CCI_V";0;"O68";"Travail et accouchement compliqués d'une détresse foetale";NA
"IR_CCI_V";0;"N14";"Atteintes tubulo-interstitielles et tubulaires dues à des médicaments et des métaux lourds";NA
"IR_CCI_V";0;"N20";"Calcul du rein et de l'uretère";NA
"IR_CCI_V";0;"N26";"Rein scléreux, sans précision";NA
"IR_CCI_V";0;"N28";"Autres affections du rein et de l'uretère, non classées ailleurs";NA
"IR_CCI_V";0;"N36";"Autres affections de l'urètre";NA
"IR_CCI_V";0;"N47";"Hypertrophie du prépuce, phimosis et paraphimosis";NA
"IR_CCI_V";0;"N51";"Affections des organes génitaux de l'homme au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"N62";"Hypertrophie mammaire";NA
"IR_CCI_V";0;"N63";"Tuméfaction mammaire, sans précision";NA
"IR_CCI_V";0;"N71";"Affections inflammatoires de l'utérus, à l'exclusion du col";NA
"IR_CCI_V";0;"N74";"Affections inflammatoires pelviennes de la femme, au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"P77";"Entérocolite nécrosante du foetus et du nouveau-né";NA
"IR_CCI_V";0;"P90";"Convulsions du nouveau-né";NA
"IR_CCI_V";0;"F11";"Troubles mentaux et du comportement liés à l'utilisation d'opiacés";NA
"IR_CCI_V";0;"H32";"Affections choriorétiniennes au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"H42";"Glaucome au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"H60";"Otite externe";NA
"IR_CCI_V";0;"T42";"Intoxication par anti-épileptiques, sédatifs, hypnotiques et anti-parkinsoniens";NA
"IR_CCI_V";0;"X03";"Exposition à un feu maîtrisé, hors d'un bâtiment ou d'un ouvrage";NA
"IR_CCI_V";0;"X26";"Contact avec des animaux venimeux marins et des plantes vénéneuses marines";NA
"IR_CCI_V";0;"T82";"Complications de prothèses, implants et greffes cardiaques et vasculaires";NA
"IR_CCI_V";0;"V72";"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues";NA
"IR_CCI_V";0;"Y21";"Noyade et submersion, intention non déterminée";NA
"IR_CCI_V";0;"T96";"Séquelles d'intoxications par médicaments et substances biologiques";NA
"IR_CCI_V";0;"U90";"Autres formes de pharmacorésistance";NA
"IR_CCI_V";0;"Y28";"Contact avec objet tranchant, intention non déterminée";NA
"IR_CCI_V";0;"X45";"Intoxication accidentelle par l'alcool et exposition à l'alcool";NA
"IR_CCI_V";0;"V90";"Accident de bateau entraînant la noyade et la submersion";NA
"IR_CCI_V";0;"X49";"Intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision";NA
"IR_CCI_V";0;"X58";"Exposition à d'autres facteurs précisés";NA
"IR_CCI_V";0;"Y41";"Effets indésirables des autres anti-infectieux et antiparasitaires systémiques";NA
"IR_CCI_V";0;"Y45";"Effets indésirables des médicaments analgésiques, antipyrétiques et anti-inflammatoires";NA
"IR_CCI_V";0;"V25";"Motocycliste blessé dans une collision avec un train ou un véhicule ferroviaire";NA
"IR_CCI_V";0;"V26";"Motocycliste blessé dans une collision avec un autre véhicule sans moteur";NA
"IR_CCI_V";0;"V27";"Motocycliste blessé dans une collision avec un objet fixe ou stationnaire";NA
"IR_CCI_V";0;"V28";"Motocycliste blessé dans un accident de transport, sans collision";NA
"IR_CCI_V";0;"V99";"Accident de transport, sans précision";NA
"IR_CCI_V";0;"V31";"Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un cycle";NA
"IR_CCI_V";0;"V34";"Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un véhicule lourd ou un autobus";NA
"IR_CCI_V";0;"Y96";"Facteurs liés aux conditions de travail";NA
"IR_CCI_V";0;"W12";"Chute sur ou d'un échafaudage";NA
"IR_CCI_V";0;"W13";"Chute du haut d'un bâtiment ou d'un autre ouvrage";NA
"IR_CCI_V";0;"W15";"Chute d'une falaise";NA
"IR_CCI_V";0;"W18";"Autre chute de plain-pied";NA
"IR_CCI_V";0;"Y62";"Asepsie insuffisante au cours d'actes médicaux et chirurgicaux";NA
"IR_CCI_V";0;"Y74";"Appareillage hospitalier et d'usage personnel, associé à des accidents";NA
"IR_CCI_V";0;"V46";"Occupant d'une automobile blessé dans une collision avec un autre véhicule sans moteur";NA
"IR_CCI_V";0;"V50";"Occupant d'une camionnette blessé dans une collision avec un piéton ou un animal";NA
"IR_CCI_V";0;"V51";"Occupant d'une camionnette blessé dans une collision avec un cycle";NA
"IR_CCI_V";0;"W31";"Contact avec des appareils, autres et sans précision";NA
"IR_CCI_V";0;"X88";"Agression par des gaz et émanations";NA
"IR_CCI_V";0;"Z24";"Nécessité d'une vaccination contre certaines maladies virales uniques";NA
"IR_CCI_V";0;"Z26";"Nécessité d'une vaccination contre d'autres maladies infectieuses uniques";NA
"IR_CCI_V";0;"Z32";"Examen et test de grossesse";NA
"IR_CCI_V";0;"V56";"Occupant d'une camionnette blessé dans une collision avec un autre véhicule sans moteur";NA
"IR_CCI_V";0;"W46";"Contact avec aiguille à usage médical";NA
"IR_CCI_V";0;"X96";"Agression par matériel explosif";NA
"IR_CCI_V";0;"Y07";"Autres mauvais traitements";NA
"IR_CCI_V";0;"Y08";"Agression par d'autres moyens précisés";NA
"IR_CCI_V";0;"Y89";"Séquelles d'autres causes externes";NA
"IR_CCI_V";0;"W64";"Exposition à des forces animées, autres et sans précision";NA
"IR_CCI_V";0;"W67";"Noyade et submersion dans une piscine";NA
"IR_CCI_V";0;"Z41";"Thérapie sans raison médicale";NA
"IR_CCI_V";0;"Z43";"Surveillance de stomies";NA
"IR_CCI_V";0;"Z44";"Mise en place et ajustement d'appareils de prothèse externe";NA
"IR_CCI_V";0;"Z46";"Mise en place et ajustement d'autres appareils";NA
"IR_CCI_V";0;"Z50";"Soins impliquant une rééducation";NA
"IR_CCI_V";0;"S90";"Lésion traumatique superficielle de la cheville et du pied";NA
"IR_CCI_V";0;"S93";"Luxation, entorse et foulure des articulations et des ligaments au niveau de la cheville et du pied";NA
"IR_CCI_V";0;"S97";"Écrasement de la cheville et du pied";NA
"IR_CCI_V";0;"Y17";"Intoxication par d'autres gaz et émanations et exposition à ces produits, intention non déterminée";NA
"IR_CCI_V";0;"W85";"Exposition aux lignes électriques";NA
"IR_CCI_V";0;"W86";"Exposition à d'autres formes précisées de courant électrique";NA
"IR_CCI_V";0;"X05";"Exposition à l'inflammation ou la fonte de vêtements de nuit";NA
"IR_CCI_V";0;"X12";"Contact avec d'autres liquides brûlants";NA
"IR_CCI_V";0;"T57";"Effet toxique d'autres substances non organiques";NA
"IR_CCI_V";0;"T62";"Effet toxique d'autres substances nocives absorbées par le biais d'aliments";NA
"IR_CCI_V";0;"T65";"Effet toxique de substances autres et non précisées";NA
"IR_CCI_V";0;"T13";"Autres lésions traumatiques du membre inférieur, niveau non précisé";NA
"IR_CCI_V";0;"T22";"Brûlure et corrosion de l'épaule et du membre supérieur, sauf poignet et main";NA
"IR_CCI_V";0;"T24";"Brûlure et corrosion de la hanche et du membre inférieur, sauf cheville et pied";NA
"IR_CCI_V";0;"T73";"Effets d'autres privations";NA
"IR_CCI_V";0;"T74";"Syndromes dus à de mauvais traitements";NA
"IR_CCI_V";0;"T75";"Effets d'autres causes externes";NA
"IR_CCI_V";0;"T30";"Brûlure et corrosion, partie du corps non précisée";NA
"IR_CCI_V";0;"A32";"Listériose";NA
"IR_CCI_V";0;"A36";"Diphtérie";NA
"IR_CCI_V";0;"A37";"Coqueluche";NA
"IR_CCI_V";0;"A39";"Infection à méningocoques";NA
"IR_CCI_V";0;"A40";"Sepsis à streptocoques";NA
"IR_CCI_V";0;"A43";"Nocardiose";NA
"IR_CCI_V";0;"A46";"Érysipèle";NA
"IR_CCI_V";0;"A51";"Syphilis précoce";NA
"IR_CCI_V";0;"A52";"Syphilis tardive";NA
"IR_CCI_V";0;"A60";"Infection ano-génitale par le virus de l'herpès [herpes simplex]";NA
"IR_CCI_V";0;"A64";"Maladie sexuellement transmise, sans précision";NA
"IR_CCI_V";0;"A65";"Syphilis non vénérienne";NA
"IR_CCI_V";0;"A66";"Pian";NA
"IR_CCI_V";0;"A88";"Autres infections virales du système nerveux central, non classées ailleurs";NA
"IR_CCI_V";0;"B21";"Immunodéficience humaine virale [VIH], à l'origine de tumeurs malignes";NA
"IR_CCI_V";0;"B24";"Immunodéficience humaine virale [VIH], sans précision";NA
"IR_CCI_V";0;"B30";"Conjonctivite virale";NA
"IR_CCI_V";0;"B33";"Autres maladies à virus, non classées ailleurs";NA
"IR_CCI_V";0;"B37";"Candidose";NA
"IR_CCI_V";0;"B41";"Paracoccidioïdomycose";NA
"IR_CCI_V";0;"A06";"Amibiase";NA
"IR_CCI_V";0;"A09";"Autres gastroentérites et colites d'origine infectieuse et non précisée";NA
"IR_CCI_V";0;"A15";"Tuberculose de l'appareil respiratoire, avec confirmation bactériologique et histologique";NA
"IR_CCI_V";0;"A19";"Tuberculose miliaire";NA
"IR_CCI_V";0;"C75";"Tumeur maligne d'autres glandes endocrines et structures apparentées";NA
"IR_CCI_V";0;"C94";"Autres leucémies à cellules précisées";NA
"IR_CCI_V";0;"D19";"Tumeur bénigne du tissu mésothélial";NA
"IR_CCI_V";0;"D22";"Nævus à mélanocytes";NA
"IR_CCI_V";0;"B50";"Paludisme à Plasmodium falciparum";NA
"IR_CCI_V";0;"B51";"Paludisme à Plasmodium vivax";NA
"IR_CCI_V";0;"B53";"Autres paludismes confirmés par examen parasitologique";NA
"IR_CCI_V";0;"B68";"Infection à Taenia [téniase]";NA
"IR_CCI_V";0;"B71";"Autres infections à cestodes";NA
"IR_CCI_V";0;"B88";"Autres infestations";NA
"IR_CCI_V";0;"B94";"Séquelles de maladies infectieuses et parasitaires, autres et non précisées";NA
"IR_CCI_V";0;"C51";"Tumeur maligne de la vulve";NA
"IR_CCI_V";0;"C61";"Tumeur maligne de la prostate";NA
"IR_CCI_V";0;"D83";"Déficit immunitaire commun variable";NA
"IR_CCI_V";0;"E05";"Thyréotoxicose [hyperthyroïdie]";NA
"IR_CCI_V";0;"E20";"Hypoparathyroïdie";NA
"IR_CCI_V";0;"E22";"Hypersécrétion de l'hypophyse";NA
"IR_CCI_V";0;"E28";"Dysfonction ovarienne";NA
"IR_CCI_V";0;"E35";"Anomalies endocriniennes au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"E67";"Autres excès d'apport";NA
"IR_CCI_V";0;"D23";"Autres tumeurs bénignes de la peau";NA
"IR_CCI_V";0;"D30";"Tumeur bénigne des organes urinaires";NA
"IR_CCI_V";0;"D36";"Tumeur bénigne de sièges autres et non précisés";NA
"IR_CCI_V";0;"D39";"Tumeur des organes génitaux de la femme à évolution imprévisible ou inconnue";NA
"IR_CCI_V";0;"D53";"Autres anémies nutritionnelles";NA
"IR_CCI_V";0;"D67";"Carence héréditaire en facteur IX";NA
"IR_CCI_V";0;"D69";"Purpura et autres affections hémorragiques";NA
"IR_CCI_V";0;"F28";"Autres troubles psychotiques non organiques";NA
"IR_CCI_V";0;"F33";"Trouble dépressif récurrent";NA
"IR_CCI_V";0;"F38";"Autres troubles de l'humeur [affectifs]";NA
"IR_CCI_V";0;"F43";"Réaction à un facteur de stress sévère, et troubles de l'adaptation";NA
"IR_CCI_V";0;"F61";"Troubles mixtes de la personnalité et autres troubles de la personnalité";NA
"IR_CCI_V";0;"H65";"Otite moyenne non suppurée";NA
"IR_CCI_V";0;"H80";"Otosclérose";NA
"IR_CCI_V";0;"H91";"Autres pertes de l'audition";NA
"IR_CCI_V";0;"H94";"Autres affections de l'oreille au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"I10";"Hypertension essentielle (primitive)";NA
"IR_CCI_V";0;"I11";"Cardiopathie hypertensive";NA
"IR_CCI_V";0;"G05";"Encéphalite, myélite et encéphalomyélite au cours d'affections classées ailleurs";NA
"IR_CCI_V";0;"G09";"Séquelles d'affections inflammatoires du système nerveux central";NA
"IR_CCI_V";0;"G26";"Syndromes extrapyramidaux et troubles de la motricité au cours d'affections classées ailleurs";NA
"IR_CCI_V";0;"G35";"Sclérose en plaques";NA
"IR_CCI_V";0;"G41";"État de mal épileptique";NA
"IR_CCI_V";0;"G51";"Affections du nerf facial";NA
"IR_CCI_V";0;"G57";"Mononévrite du membre inférieur";NA
"IR_CCI_V";0;"G58";"Autres mononévrites";NA
"IR_CCI_V";0;"J18";"Pneumopathie à micro-organisme non précisé";NA
"IR_CCI_V";0;"J30";"Rhinite allergique et vasomotrice";NA
"IR_CCI_V";0;"J34";"Autres maladies du nez et des sinus du nez";NA
"IR_CCI_V";0;"J35";"Maladies chroniques des amygdales et des végétations adénoïdes";NA
"IR_CCI_V";0;"J37";"Laryngite et laryngo-trachéite chroniques";NA
"IR_CCI_V";0;"J47";"Bronchectasie";NA
"IR_CCI_V";0;"J67";"Pneumopathie par hypersensibilité aux poussières organiques";NA
"IR_CCI_V";0;"J69";"Pneumopathie due à des substances solides et liquides";NA
"IR_CCI_V";0;"J70";"Affections respiratoires dues à d'autres agents externes";NA
"IR_CCI_V";0;"J85";"Abcès du poumon et du médiastin";NA
"IR_CCI_V";0;"J91";"Épanchement pleural au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"K00";"Troubles de l'odontogénèse";NA
"IR_CCI_V";0;"K03";"Autres maladies des tissus dentaires durs";NA
"IR_CCI_V";0;"K11";"Maladies des glandes salivaires";NA
"IR_CCI_V";0;"I22";"Infarctus du myocarde à répétition";NA
"IR_CCI_V";0;"I23";"Certaines complications récentes d'un infarctus aigu du myocarde";NA
"IR_CCI_V";0;"I25";"Cardiopathie ischémique chronique";NA
"IR_CCI_V";0;"I30";"Péricardite aiguë";NA
"IR_CCI_V";0;"I44";"Bloc de branche gauche et auriculoventriculaire";NA
"IR_CCI_V";0;"I64";"Accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus";NA
"IR_CCI_V";0;"I99";"Troubles autres et non précisés de l'appareil circulatoire";NA
"IR_CCI_V";0;"J04";"Laryngite et trachéite aiguës";NA
"IR_CCI_V";0;"J05";"Laryngite obstructive aiguë [croup] et épiglottite aiguë";NA
"IR_CCI_V";0;"J06";"Infections aiguës des voies respiratoires supérieures, à localisations multiples et non précisées";NA
"IR_CCI_V";0;"J09";"Grippe, à virus aviaire identifié";NA
"IR_CCI_V";0;"J13";"Pneumonie due à Streptococcus pneumoniae";NA
"IR_CCI_V";0;"L01";"Impétigo";NA
"IR_CCI_V";0;"L04";"Lymphadénite aiguë";NA
"IR_CCI_V";0;"L11";"Autres acantholyses";NA
"IR_CCI_V";0;"L22";"Dermite fessière du nourrisson";NA
"IR_CCI_V";0;"L29";"Prurit";NA
"IR_CCI_V";0;"L43";"Lichen plan";NA
"IR_CCI_V";0;"L82";"Kératose séborrhéique";NA
"IR_CCI_V";0;"L89";"Ulcère de décubitus et zone de pression";NA
"IR_CCI_V";0;"L92";"Lésions granulomateuses de la peau et du tissu cellulaire sous-cutané";NA
"IR_CCI_V";0;"L99";"Autres affections de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"M01";"Arthrites infectieuses directes au cours de maladies infectieuses et parasitaires classées ailleurs";NA
"IR_CCI_V";0;"K22";"Autres maladies de l'oesophage";NA
"IR_CCI_V";0;"K26";"Ulcère du duodénum";NA
