CODE_UCD;LISTE;NOM_COURT;DT_DINSCRI;DT_FINSCRI;MOTIF_FIN;LABO_EXP;DT_SOURDOC;DT_APPRIX;PRIX_HT;PRIX_TTC;T_FACTURE;MARGE_TTC;DT_APTAUX;TAUX;DT_DCOUSUP;DT_FCOUSUP;DT_APMAJO;MAJO_971;MAJO_972;MAJO_973;MAJO_974;DT_DLPRIVE;DT_FLPRIVE;DT_DLPUBLI;DT_FLPUBLI;NOM_LONG1;NOM_LONG2;ETAT;COD_FORME;FORME;COD_CFORME;CPMTFORME;DDD;D_ADMINIST;PAR_VOIE;COD_ATC;CLASSE_ATC;COD_EPHMRA;CLA_EPHMRA;RH;PH;PIH;SP;PS
9233473;R;METHOTREXATE MERCK 2,5 MG/ML Solution injectable;29/07/2004;;;MERCK GENERIQUES;29/04/2009;01/01/2010;;;O;22.0;29/07/2004;100.0;;;29/07/2004;9,999;9,999;9,999;9,999;;;;;METHOTREXATE MERCK 2,5 MG/ML Solution injectable;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;L01BA01;METHOTREXATE;L01B;ANTIMETABOLITES;N;N;N;N;N
9233527;R;ZYVOXID 2 mg/ml solution pour perfusion en poche de 300 ml;31/12/2005;06/04/2018;RADIATION;PFIZER;06/04/2016;01/01/2010;59,62;60,87;N;22.0;31/12/2005;65.0;;;31/12/2005;1,16;1,16;1,16;1,16;;;;;ZYVOXID 2 mg/ml solution pour perfusion en poche de 300 ml;;S;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;J01XX08;LINEZOLIDE;J01X9;TOUS AUTRES ANTIBACTERIENS;N;O;N;N;N
9233533;R;ZYVOXID 600 mg CPR;31/12/2005;;;PFIZER PFE FRANCE;17/01/2019;01/01/2019;35,772;36,52;N;22.0;31/12/2005;65.0;;;31/12/2005;1,16;1,16;1,16;1,16;;;;;ZYVOXID 600 mg CPR;;D;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;J01XX08;LINEZOLIDE;J01X9;TOUS AUTRES ANTIBACTERIENS;N;O;N;N;N
9233622;R;METHOTREXATE MERCK 50 MG/2 ML Solution injectable;29/07/2004;;;MERCK GENERIQUES;29/04/2009;01/01/2010;;;O;22.0;29/07/2004;100.0;;;29/07/2004;9,999;9,999;9,999;9,999;;;;;METHOTREXATE MERCK 50 MG/2 ML Solution injectable;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;L01BA01;METHOTREXATE;L01B;ANTIMETABOLITES;N;N;N;N;N
9145332;R;FARMORUBICINE 10 mg lyophilisat pour usage parentéral;31/12/2005;;;PFIZER;19/02/2010;01/01/2010;18;18,38;N;22.0;31/12/2005;100.0;03/02/2007;;31/12/2005;1,16;1,16;1,16;1,16;;;;;FARMORUBICINE 10 mg lyophilisat pour usage parentéral;;D;44.0;POUDRE;322.0;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9145349;R;FARMORUBICINE 10 mg/5 ml solution injectable pour perfusion en flacon verre;31/12/2005;;;PFIZER;19/02/2010;01/01/2010;18;18,38;N;22.0;31/12/2005;100.0;03/02/2007;;31/12/2005;1,16;1,16;1,16;1,16;;;;;FARMORUBICINE 10 mg/5 ml solution injectable pour perfusion en flacon verre;;S;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9145355;R;FARMORUBICINE 20 mg/10 ml solution injectable pour perfusion en flacon verre;31/12/2005;;;PFIZER;19/02/2010;01/01/2010;35;35,74;N;22.0;31/12/2005;100.0;03/02/2007;;31/12/2005;1,16;1,16;1,16;1,16;;;;;FARMORUBICINE 20 mg/10 ml solution injectable pour perfusion en flacon verre;;S;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9145361;R;FARMORUBICINE 50 mg lyophilisat pour usage parentéral;31/12/2005;;;PFIZER;19/02/2010;01/01/2010;88;89,85;N;22.0;31/12/2005;100.0;03/02/2007;;31/12/2005;1,16;1,16;1,16;1,16;;;;;FARMORUBICINE 50 mg lyophilisat pour usage parentéral;;D;44.0;POUDRE;322.0;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9145378;R;FARMORUBICINE 50 mg/25 ml solution injectable pour perfusion en flacon verre;31/12/2005;;;PFIZER;19/02/2010;01/01/2010;88;89,85;N;22.0;31/12/2005;100.0;03/02/2007;;31/12/2005;1,16;1,16;1,16;1,16;;;;;FARMORUBICINE 50 mg/25 ml solution injectable pour perfusion en flacon verre;;S;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9145444;R;CHLORHYDRATE DE DOXORUBICINE DAKOTA PHARM 10 MG lyophilisat pour usage parentéral en flacon;31/12/2005;;;DAKOTA PHARM;11/08/2009;01/01/2010;4;4,08;N;22.0;31/12/2005;100.0;03/02/2007;;31/12/2005;1,16;1,16;1,16;1,16;;;;;CHLORHYDRATE DE DOXORUBICINE DAKOTA PHARM 10 MG lyophilisat pour usage parentéral en flacon;;S;44.0;POUDRE;522.0;LYOPHILISAT POUR USAGE PARENTERAL;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9145450;R;CHLORHYDRATE DE DOXORUBICINE DAKOTA PHARM 50 MG lyophilisat pour usage parentéral en flacon;31/12/2005;;;DAKOTA PHARM;11/08/2009;01/01/2010;14;14,29;N;22.0;31/12/2005;100.0;03/02/2007;;31/12/2005;1,16;1,16;1,16;1,16;;;;;CHLORHYDRATE DE DOXORUBICINE DAKOTA PHARM 50 MG lyophilisat pour usage parentéral en flacon;;S;44.0;POUDRE;522.0;LYOPHILISAT POUR USAGE PARENTERAL;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9185946;R;ZERIT 200 mg 1 mg/ml poudre pour solution buvable;27/12/2004;;;BRISTOL MYERS SQUIBB;29/04/2009;01/01/2010;41,72;42,6;N;22.0;27/12/2004;100.0;;;21/05/2005;1,16;1,16;1,16;1,16;;;;;ZERIT 200 mg 1 mg/ml poudre pour solution buvable;;S;44.0;POUDRE;331.0;POUDRE POUR SUSPENSION BUVABLE;80;MG;ORALE;J05AF04;STAVUDINE;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;N;N;O;N;N
9186437;R;ETOPOSIDE TEVA 20 mg/ml solution à diluer pour perfusion en flacon de 5 ml;11/05/2005;;;TEVA CLASSICS;29/04/2009;01/01/2010;4;4,08;N;22.0;11/05/2005;100.0;03/02/2007;;21/05/2005;1,16;1,16;1,16;1,16;;;;;ETOPOSIDE TEVA 20 mg/ml solution à diluer pour perfusion en flacon de 5 ml;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01CB01;ETOPOSIDE;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;O
9186443;R;ETOPOSIDE TEVA 20 mg/ml solution à diluer pour perfusion en flacon de 10 ml;11/05/2005;;;TEVA CLASSICS;29/04/2009;01/01/2010;6;6,13;N;22.0;11/05/2005;100.0;03/02/2007;;21/05/2005;1,16;1,16;1,16;1,16;;;;;ETOPOSIDE TEVA 20 mg/ml solution à diluer pour perfusion en flacon de 10 ml;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01CB01;ETOPOSIDE;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;O
9187023;R;HYCAMTIN 4 mg poudre pour solution à diluer pour perfusion (flacon 5 ml);11/05/2005;;;GLAXOSMITHKLINE;20/02/2013;01/01/2012;240;245,04;N;22.0;11/05/2005;100.0;03/02/2007;;21/05/2005;1,16;1,16;1,16;1,16;;;;;HYCAMTIN 4 mg poudre pour solution à diluer pour perfusion (flacon 5 ml);;D;44.0;POUDRE;584.0;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L01XX17;TOPOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;O
9187939;R;NAROPEINE 2 MG/ML SOLUTION INJECTABLE EN POCHE DE 100 ML;10/08/2012;;;ASPEN FRANCE;13/11/2018;01/01/2019;8,22;8,39;N;22.0;10/08/2012;100.0;;;10/08/2012;1,16;1,16;1,16;1,16;;;;;NAROPEINE 2 MG/ML SOLUTION INJECTABLE EN POCHE DE 100 ML;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;N01BB09;ROPIVACAINE;N01B1;ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL;N;O;N;N;N
9187945;R;NAROPEINE 2 MG/ML SOLUTION INJECTABLE EN POCHE DE 200 ML;10/08/2012;;;ASPEN FRANCE;13/11/2018;01/01/2019;13,552;13,84;N;22.0;10/08/2012;100.0;;;10/08/2012;1,16;1,16;1,16;1,16;;;;;NAROPEINE 2 MG/ML SOLUTION INJECTABLE EN POCHE DE 200 ML;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;N01BB09;ROPIVACAINE;N01B1;ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL;N;O;N;N;N
9189944;R;TAXOL 6 mg/ml solution à diluer pour perfusion en flacon de 16,7 ml;11/05/2005;22/02/2017;RADIATION;BRISTOL MYERS SQUIBB;22/02/2017;01/12/2016;28,5;29,1;N;22.0;11/05/2005;100.0;03/02/2007;;21/05/2005;1,16;1,16;1,16;1,16;;;;;TAXOL 6 mg/ml solution à diluer pour perfusion en flacon de 16,7 ml;;S;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;O
9212502;T;OCTAGAM 2,5 G/50 ML solution pour perfusion;11/05/2005;;;OCTAPHARMA FRANCE;20/02/2018;01/03/2018;99,038;101,12;;;;;;;21/05/2005;1,16;1,16;1,16;1,16;11/05/2005;;11/05/2005;;OCTAGAM 2,5 G/50 ML solution pour perfusion;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;O;N;N;N
9212525;R;ZEFFIX 100 mg comprimé pelliculé;27/12/2004;;;GLAXOSMITHKLINE;29/04/2009;01/01/2010;2,569;2,62;N;22.0;27/12/2004;65.0;;;21/05/2005;1,16;1,16;1,16;1,16;;;;;ZEFFIX 100 mg comprimé pelliculé;;D;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;J05AF05;LAMIVUDINE;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;N;N;O;N;O
9212531;R;ZEFFIX 5 mg/ml solution buvable en flacon de 240 ml;27/12/2004;;;GLAXOSMITHKLINE;29/04/2009;01/01/2010;30,84;31,49;N;22.0;27/12/2004;65.0;;;21/05/2005;1,16;1,16;1,16;1,16;;;;;ZEFFIX 5 mg/ml solution buvable en flacon de 240 ml;;D;48.0;SOLUTION;292.0;SOLUTION BUVABLE;;;;J05AF05;LAMIVUDINE;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;N;N;O;N;O
9212548;R;ZIAGEN 20 mg/ml solution buvable;27/12/2004;;;GLAXOSMITHKLINE;12/03/2010;01/10/2010;65,07;66,44;N;22.0;27/12/2004;100.0;;;21/05/2005;1,16;1,16;1,16;1,16;;;;;ZIAGEN 20 mg/ml solution buvable;;D;48.0;SOLUTION;292.0;SOLUTION BUVABLE;;;;J05AF06;ABACAVIR;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;N;N;O;N;N
9213737;T;REMICADE 100 mg poudre pour solution à diluer pour perfusion en flacon de 20 ml;11/05/2005;;;MSD FRANCE;20/02/2018;01/03/2018;290,529;296,63;;;;;;;21/05/2005;1,16;1,16;1,16;1,16;11/05/2005;;11/05/2005;;REMICADE 100 mg poudre pour solution à diluer pour perfusion en flacon de 20 ml;;D;44.0;POUDRE;584.0;LYOPHILISE(E) POUDRE PR SOL A DILUER POU;3,75;MG;INJECTABLE;L04AB02;INFLIXIMAB;L04B;MEDICAMENTS ANTI-TNF;O;N;N;N;N
9213743;R;SYNAGIS 100 mg poudre et solvant pour solution injectable;27/12/2004;;;ABBVIE;19/12/2017;02/01/2018;669,926;683,99;N;22.0;13/12/2006;100.0;;;21/05/2005;1,16;1,16;1,16;1,16;;;;;SYNAGIS 100 mg poudre et solvant pour solution injectable;;S;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ LYOP;;;;J06BB16;PALIVIZUMAB;J06H9;AUTRES IMMUNOGLOBULINES ANTIVIRALES;N;N;N;N;N
9213766;R;SYNAGIS 50 mg poudre et solvant pour solution injectable;27/12/2004;;;ABBVIE;19/12/2017;02/01/2018;403,436;411,91;N;22.0;13/12/2006;100.0;;;21/05/2005;1,16;1,16;1,16;1,16;;;;;SYNAGIS 50 mg poudre et solvant pour solution injectable;;S;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;J06BB16;PALIVIZUMAB;J06H9;AUTRES IMMUNOGLOBULINES ANTIVIRALES;N;N;N;N;N
9353059;R;FLUCONAZOLE KABI 2 MG/ML Flacon de 100 ml, solution pour perfusion;08/06/2011;;;FRESENIUS KABI FRANCE;13/11/2018;01/01/2019;7,92;8,09;N;22.0;08/06/2011;65.0;;;08/06/2011;1,16;1,16;1,16;1,16;;;;;FLUCONAZOLE KABI 2 MG/ML Flacon de 100 ml, solution pour perfusion;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9353065;R;FLUCONAZOLE KABI 2 MG/ML Flacon de 200 ml, solution pour perfusion;08/06/2011;;;FRESENIUS KABI FRANCE;13/11/2018;01/01/2019;14,52;14,82;N;22.0;08/06/2011;65.0;;;08/06/2011;1,16;1,16;1,16;1,16;;;;;FLUCONAZOLE KABI 2 MG/ML Flacon de 200 ml, solution pour perfusion;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9353071;R;FLUCONAZOLE KABI 2 MG/ML Flacon de 50 ml, solution pour perfusion;08/06/2011;;;FRESENIUS KABI FRANCE;13/11/2018;01/01/2019;3,52;3,59;N;22.0;08/06/2011;65.0;;;08/06/2011;1,16;1,16;1,16;1,16;;;;;FLUCONAZOLE KABI 2 MG/ML Flacon de 50 ml, solution pour perfusion;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9353728;R;DOXORUBICINE INTAS 2 MG/ML Solution injectable pour perfusion en flacon de 25 ml;08/12/2010;;;ACCORD HEALTHCARE LTD;07/12/2010;08/12/2010;14;14,29;N;22.0;08/12/2010;100.0;08/12/2010;;08/12/2010;1,16;1,16;1,16;1,16;;;;;DOXORUBICINE INTAS 2 MG/ML Solution injectable pour perfusion en flacon de 25 ml;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9353734;R;DOXORUBICINE INTAS 2 MG/ML Solution injectable pour perfusion en flacon de 5 ml;08/12/2010;;;ACCORD HEALTHCARE LTD;07/12/2010;08/12/2010;4;4,08;N;22.0;08/12/2010;100.0;08/12/2010;;08/12/2010;1,16;1,16;1,16;1,16;;;;;DOXORUBICINE INTAS 2 MG/ML Solution injectable pour perfusion en flacon de 5 ml;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9353846;R;IMMUCYST 81 MG poudre pour suspension intravésicale;27/12/2017;;;SANOFI PASTEUR;27/12/2017;27/12/2017;155;158,26;N;22.0;27/12/2017;100.0;;;27/12/2017;1,16;1,16;1,16;1,16;;;;;IMMUCYST 81 MG poudre pour suspension intravésicale;;D;44.0;POUDRE;546.0;POUDRE ET SOLVANT PR SOL PR ADM VESICALE;1,8;MG;INTRAVESICALE;L03AX03;VACCIN BCG;L03A9;TOUS AUTRES IMMUNOSTIMULANTS, INTERFERONS EXCLUS;N;N;O;N;O
9353970;T;LEVACT 2,5 MG/ML INJ FL26ML;18/02/2011;;;MUNDIPHARMA SAS;18/01/2018;22/01/2018;42,679;43,58;;;;;;;18/02/2011;1,16;1,16;1,16;1,16;18/02/2011;;18/02/2011;;LEVACT 2,5 MG/ML INJ FL26ML;;D;44.0;POUDRE;584.0;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L01AA09;BENDAMUSTINE;L01A;AGENTS ALKYLANTS;N;O;N;O;O
9368836;R;TOPOTECAN KABI 1 MG/ML Solution à diluer pour perfusion en flacon de 4 ml;23/11/2011;;;FRESENIUS KABI FRANCE;20/02/2013;01/01/2012;240;245,04;N;22.0;23/11/2011;100.0;;;23/11/2011;1,16;1,16;1,16;1,16;;;;;TOPOTECAN KABI 1 MG/ML Solution à diluer pour perfusion en flacon de 4 ml;;S;44.0;POUDRE;322.0;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XX17;TOPOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;O
9368919;R;TOPOTECAN EBEWE 1 MG/ML solution à diluer pour perfusion en flacon de 1 ml;23/11/2011;;;SANDOZ;20/02/2013;01/01/2012;60;61,26;N;22.0;23/11/2011;100.0;;;23/11/2011;1,16;1,16;1,16;1,16;;;;;TOPOTECAN EBEWE 1 MG/ML solution à diluer pour perfusion en flacon de 1 ml;;;;;;;;;;;;;;;;;;
9368925;R;TOPOTECAN EBEWE 1 MG/ML solution à diluer pour perfusion en flacon de 3 ml;23/11/2011;;;SANDOZ;20/02/2013;01/01/2012;180;183,78;N;22.0;23/11/2011;100.0;;;23/11/2011;1,16;1,16;1,16;1,16;;;;;TOPOTECAN EBEWE 1 MG/ML solution à diluer pour perfusion en flacon de 3 ml;;;;;;;;;;;;;;;;;;
9368931;R;TOPOTECAN EBEWE 1 MG/ML solution à diluer pour perfusion en flacon de 4 ml;23/11/2011;;;SANDOZ;20/02/2013;01/01/2012;240;245,04;N;22.0;23/11/2011;100.0;;;23/11/2011;1,16;1,16;1,16;1,16;;;;;TOPOTECAN EBEWE 1 MG/ML solution à diluer pour perfusion en flacon de 4 ml;;;;;;;;;;;;;;;;;;
9368954;T;HALAVEN 0,44 MG/ML solution injectable en flacon de 2 ml;23/03/2012;;;EISAI SAS;23/01/2018;23/03/2012;320;326,72;;;;;;;23/03/2012;1,16;1,16;1,16;1,16;23/03/2012;;23/03/2012;;HALAVEN 0,44 MG/ML solution injectable en flacon de 2 ml;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;L01XX41;ERIBULIN;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;N;O
9368983;R;HIZENTRA 200 MG/ML INJ FV10ML;23/11/2011;;;CSL BEHRING;01/11/2018;23/11/2011;90;91,89;N;22.0;23/11/2011;100.0;;;23/11/2011;1,16;1,16;1,16;1,16;;;;;HIZENTRA 200 MG/ML INJ FV10ML;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9368983;T;HIZENTRA 200 MG/ML INJ FV10ML;23/11/2011;;;CSL BEHRING;01/11/2018;23/11/2011;90;91,89;;;;;;;23/11/2011;1,16;1,16;1,16;1,16;23/11/2011;;23/11/2011;;HIZENTRA 200 MG/ML INJ FV10ML;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9369008;R;HIZENTRA 200MG/ML INJ FV20ML;23/11/2011;;;CSL BEHRING;01/11/2018;23/11/2011;180;183,78;N;22.0;23/11/2011;100.0;;;23/11/2011;1,16;1,16;1,16;1,16;;;;;HIZENTRA 200MG/ML INJ FV20ML;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9323791;R;VINORELBINE ACTAVIS 10 MG/ML Solution à diluer pour perfusion en flacon de 1 ml;04/04/2009;;;ACTAVIS FRANCE;19/02/2010;01/01/2010;22;22,46;N;22.0;04/04/2009;100.0;04/04/2009;;04/04/2009;1,16;1,16;1,16;1,16;;;;;VINORELBINE ACTAVIS 10 MG/ML Solution à diluer pour perfusion en flacon de 1 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01CA04;VINORELBINE;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;O
9323816;R;VINORELBINE ACTAVIS 10 MG/ML Solution à diluer pour perfusion en flacon de 5 ml;04/04/2009;;;ACTAVIS FRANCE;19/02/2010;01/01/2010;103;105,16;N;22.0;04/04/2009;100.0;04/04/2009;;04/04/2009;1,16;1,16;1,16;1,16;;;;;VINORELBINE ACTAVIS 10 MG/ML Solution à diluer pour perfusion en flacon de 5 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01CA04;VINORELBINE;L01C1;ANTICANCEREUX ALACALOIDES DE VINCA;N;O;N;O;O
9323851;R;OXALIPLATIN.HPI 5MG/ML 40ML +O Solution à diluer pour perfusion en flacon ONCO-TAIN de 40 ml;17/10/2009;;;HOSPIRA FRANCE;19/12/2017;20/12/2017;122,4;124,97;N;22.0;17/10/2009;100.0;17/10/2009;;17/10/2009;1,16;1,16;1,16;1,16;;;;;OXALIPLATIN.HPI 5MG/ML 40ML +O Solution à diluer pour perfusion en flacon ONCO-TAIN de 40 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;N;O;N;O;N
9324046;R;CONFIDEX 250 UI poudre et solvant pour solution injectable;30/11/2012;;;CSL BEHRING;31/01/2017;01/03/2017;100;102,1;N;22.0;30/11/2012;100.0;;;30/11/2012;1,16;1,16;1,16;1,16;;;;;CONFIDEX 250 UI poudre et solvant pour solution injectable;;D;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD01;FACTEURS DE COAGULATION IX, II, VII ET X EN ASSOCIATION;B02D2;FACTEURS II, VII, IX ET X;N;O;N;N;N
9324046;T;CONFIDEX 250 UI poudre et solvant pour solution injectable;18/12/2009;;;CSL BEHRING;31/01/2017;01/03/2017;100;102,1;;;;;;;18/12/2009;1,16;1,16;1,16;1,16;18/12/2009;;18/12/2009;;CONFIDEX 250 UI poudre et solvant pour solution injectable;;D;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD01;FACTEURS DE COAGULATION IX, II, VII ET X EN ASSOCIATION;B02D2;FACTEURS II, VII, IX ET X;N;O;N;N;N
9324052;R;CONFIDEX 500 UI poudre et solvant pour solution injectable;30/11/2012;;;CSL BEHRING;31/01/2017;01/03/2017;200;204,2;N;22.0;30/11/2012;100.0;;;30/11/2012;1,16;1,16;1,16;1,16;;;;;CONFIDEX 500 UI poudre et solvant pour solution injectable;;D;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD01;FACTEURS DE COAGULATION IX, II, VII ET X EN ASSOCIATION;B02D2;FACTEURS II, VII, IX ET X;N;O;N;N;N
9324052;T;CONFIDEX 500 UI poudre et solvant pour solution injectable;18/12/2009;;;CSL BEHRING;31/01/2017;01/03/2017;200;204,2;;;;;;;18/12/2009;1,16;1,16;1,16;1,16;18/12/2009;;18/12/2009;;CONFIDEX 500 UI poudre et solvant pour solution injectable;;D;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD01;FACTEURS DE COAGULATION IX, II, VII ET X EN ASSOCIATION;B02D2;FACTEURS II, VII, IX ET X;N;O;N;N;N
9340950;R;FLUOROURACILE EBEWE 50 MG/ML Solution pour perfusion en flacon de 10 ml;12/03/2010;;;EBEWE PHARMA FRANCE;13/04/2010;12/03/2010;1,154;1,18;N;22.0;12/03/2010;100.0;12/03/2010;;12/03/2010;1,16;1,16;1,16;1,16;;;;;FLUOROURACILE EBEWE 50 MG/ML Solution pour perfusion en flacon de 10 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;N;O;N;O;O
9340967;R;FLUOROURACILE EBEWE 50 MG/ML Solution pour perfusion en flacon de 5 ml;12/03/2010;;;EBEWE PHARMA FRANCE;13/04/2010;12/03/2010;2,083;2,13;N;22.0;12/03/2010;100.0;12/03/2010;;12/03/2010;1,16;1,16;1,16;1,16;;;;;FLUOROURACILE EBEWE 50 MG/ML Solution pour perfusion en flacon de 5 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;N;O;N;O;O
9340973;R;FLUOROURACILE EBEWE 50 MG/ML Solution pour perfusion en flacon de 100 ml;12/03/2010;;;EBEWE PHARMA FRANCE;11/03/2010;12/03/2010;9,08;9,27;N;22.0;12/03/2010;100.0;12/03/2010;;12/03/2010;1,16;1,16;1,16;1,16;;;;;FLUOROURACILE EBEWE 50 MG/ML Solution pour perfusion en flacon de 100 ml;;S;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;N;O;N;O;O
9340996;R;FLUOROURACILE EBEWE 50 MG/ML Solution pour perfusion en flacon de 20 ml;12/03/2010;;;EBEWE PHARMA FRANCE;11/03/2010;12/03/2010;3,658;3,73;N;22.0;12/03/2010;100.0;12/03/2010;;12/03/2010;1,16;1,16;1,16;1,16;;;;;FLUOROURACILE EBEWE 50 MG/ML Solution pour perfusion en flacon de 20 ml;;S;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;N;O;N;O;O
