table,var,format,description,nomenclature
IR_MAT_R,BEN_NIR_ANO,string (17),NIR anonymisé du bénéficiaire,-
IR_MAT_R,BEN_NIR_PSA,string (17),Pseudo NIR du bénéficiaire anonymisé,-
IR_MAT_R,BEN_RNG_GEM,number (1),Code rang gémellaire du bénéficiaire,-
IR_MAT_R,IND_RNM_BEN,string (1),Top RNIAM,-
IR_MTT_R,BEN_IDT_ANO,string (18),Identifiant synthétique pseudonymisé du bénéficiaire,-
IR_MTT_R,BEN_NIR_ANO,string (17),NIR anonymisé du bénéficiaire,-
IR_MTT_R,BEN_NIR_PSA,string (17),Pseudo NIR du bénéficiaire anonymisé,-
IR_MTT_R,BEN_RNG_GEM,number (1),Code rang gémellaire du bénéficiaire,-
IR_MTT_R,IND_RNM_BEN,string (1),Top RNIAM,-
IR_MTT_R,MTT_DEP_DTE,date,date de début du contrat avec le médecin traitant,-
IR_MTT_R,MTT_FIN_DTE,date,date de fin du contrat avec le médecin traitant,-
IR_MTT_R,MTT_MTF_COD,string (3),Motif de résiliation du contrat avce le médecin traitant,-
IR_MTT_R,MTT_ORI_COD,string (1),Origine de la saisie ou de la mise à jour de la déclaration de médecin traitant,-
IR_MTT_R,MTT_PFS_NUM,string (17),Numéro du médecin traitant,-
IR_ORC_R,BEN_CMU_ORG,string (9),N° de l’organisme complémentaire,-
IR_ORC_R,BEN_CTA_TYP,number (8),Type de contrat complémentaire,IR_CTA_V
IR_ORC_R,BEN_IDT_ANO,string (18),Identifiant synthétique pseudonymisé du bénéficiaire,-
IR_ORC_R,BEN_NIR_ANO,string (17),NIR anonymisé du bénéficiaire,-
IR_ORC_R,BEN_NIR_PSA,string (17),Pseudo NIR du bénéficiaire anonymisé,-
IR_ORC_R,BEN_RNG_GEM,number (1),Code rang gémellaire du bénéficiaire,-
IR_ORC_R,IND_RNM_BEN,string (1),Top RNIAM,-
IR_ORC_R,MLL_CTA_DSD,date,Date de début du contrat complémentaire,-
IR_ORC_R,MLL_CTA_DSF,date,Date de fin du contrat complémentaire,-
KI_CCI_R,ACC_DEB_COD,number (1),Début du travail,DS_DEB_V
KI_CCI_R,ACC_LIA_COD,number (1),Lieu d'accouchement,DS_LIA_V
KI_CCI_R,ACC_PST_COD,number (1),Présentation de l'enfant,DS_PST_V
KI_CCI_R,BEN_DCD_AME,string (6),Année et mois du décès,AAAAMM
KI_CCI_R,BEN_DCD_DTE,date,Date du décès,-
KI_CCI_R,BEN_IDT_ANO,string (18),Identifiant synthétique SNDS,-
KI_CCI_R,BEN_IDT_TOP,number (1),TOP Identifiant synthétique SNDS,-
KI_CCI_R,BEN_NAI_ANN,string (4),Année de naissance,-
KI_CCI_R,BEN_NAI_MOI,string (2),Mois de naissance,-
KI_CCI_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaires,-
KI_CCI_R,BEN_RES_COM,string (3),Commune de domicile,IR_GEO_V
KI_CCI_R,BEN_RES_DPT,string (3),Département de domicile,IR_DPT_V
KI_CCI_R,BEN_SEX_COD,number (1),Sexe,IR_SEX_V
KI_CCI_R,CAT_PCS_COD,string (4),Profession et caégorie socioprofessionnelle,"DS_PC1_V,DS_PC2_V,DS_PC3_V"
KI_CCI_R,CER_SUP_TYP,any,Type de support,DS_VER_V
KI_CCI_R,CER_VER_NUM,any,Version du certificat,DS_VER_V
KI_CCI_R,DCD_ATT_COD,number (1),Accident du travail,DS_ATT_V
KI_CCI_R,DCD_CAU_COD,number (1),Recherche de la cause de décès,DS_CAU_V
KI_CCI_R,DCD_CIM_COD,string (4),Cause initiale du décès,"IR_CCI_V,IR_CIM_V,MS_CIM_V"
KI_CCI_R,DCD_COM_CO,any,Commune de décès,IR_GEO_V
KI_CCI_R,DCD_DPT_COD,string (3),Département de décès,IR_DPT_V
KI_CCI_R,DCD_GRS_COD,number (1),La grossesse a contribué au décès,DS_GRS_V
KI_CCI_R,DCD_GRS_DEL,string (4),Délai entre fin de grossesse et décès,-
KI_CCI_R,DCD_IDT_ENC,string (64),Identifiant décès encodé,-
KI_CCI_R,DCD_IDT_TOP,number (1),Top apparié avec IR_BEN_R,-
KI_CCI_R,DCD_LIE_COD,number (1),Lieu du décès,DS_LIE_V
KI_CCI_R,DCD_LIE_LIB,string (200),Lieu de lévénement si mort violente,-
KI_CCI_R,ETA_MAR_COD,number (1),Etat matrimonial,DS_MAR_V
KI_CCI_R,FLX_PER_ANN,string (4),Année de décès,-
KI_CCI_R,GRS_ORD_NU,number (1),Numéro d'ordre de l'enfant si grossesse multiple,-
KI_CCI_R,HOS_TRF_TOP,number (1),Transfert de l'hospitalisation particulière de l'enfant,DS_TRF_V
KI_CCI_R,MER_MAR_CO,number (1),Etat matrimonial de la mère,DS_MAR_V
KI_CCI_R,MER_NAI_ANN,string (4),Année de naissance de la mère,-
KI_CCI_R,MER_PFG_LIB,string (50),Profession de la mère exercée pendant la grossesse,-
KI_CCI_R,MER_PFS_COD,number (1),Activité professionnelle de la mère,DS_PFS_V
KI_CCI_R,MER_SIT_TOP,number (1),La mère vit-elle en couple ?,DS_SIT_V
KI_CCI_R,MOD_ACC_COD,number (1),Mode d'accouchement,DS_ACC_V
KI_CCI_R,NEO_APG_SCO,number (2),Apgar à une minute,-
KI_CCI_R,NEO_GES_AGE,number (2),Age gestationnel en semaines révoleus d'amenhorrées,-
KI_CCI_R,NEO_NAI_POI,"number (4,0)",Poids de naissance en grammes,-
KI_CCI_R,PER_PFG_LIB,string (50),Profession du père exercée pendant la grossesse,-
KI_CCI_R,PER_PFS_COD,number (1),Activité professionnelle du père,DS_PFS_V
KI_CCI_R,PFV_ACP_COD,number (1),Activité professionnelle,DS_ACP_V
KI_CCI_R,RNG_NAI_TYP,number (1),Type de naissance,DS_NAI_V
KI_CCI_R,TOT_ACC_NBR,number (2),Nombre total d'accouchements,-
KI_CCI_R,TOT_GRS_NBR,number (2),Nombre total de grossesses,-
KI_CCI_R,TRT_STA_COD,any,Statut du traitement,DS_STA_V
KI_CCI_R,TYP_CER_COD,any,Type de certificat,DS_CER_V
KI_CCI_R,TYP_VOL_COD,number (1),Type de volet,DS_SUP_V
KI_ECD_R,BEN_DCD_AME,string (6),Année et mois du décès,AAAAMM
KI_ECD_R,BEN_DCD_DTE,date,Date du décès,-
KI_ECD_R,BEN_IDT_ANO,string (18),Identifiant synthétique SNDS,-
KI_ECD_R,BEN_IDT_TOP,number (1),TOP Identifiant synthétique SNDS,-
KI_ECD_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaires,-
KI_ECD_R,CER_LIG_NUM,number (1),Numéro de ligne du certificat de décès,-
KI_ECD_R,DCD_IDT_ENC,string (64),Identifiant décès encodé,-
KI_ECD_R,DCD_IDT_TOP,number (1),Top apparié avec IR_BEN_R,-
KI_ECD_R,ECD_CAU_LIB,string (100),Libellé de la cause,-
KI_ECD_R,ECD_CAU_RNG,number (3),Rang de la cause,-
KI_ECD_R,ECD_CIM_COD,string (4),Code de la cause,"IR_CCI_V,IR_CIM_V,MS_CIM_V"
KI_ECD_R,FLX_PER_ANN,string (4),Année du décès,-
NS_BIO_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-
NS_BIO_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-
NS_BIO_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V
NS_BIO_F,BIO_ACT_QSN,number (5),Quantité d'actes de biologie,-
NS_BIO_F,BIO_PRS_IDE,number (4),Code NABM de l'acte de biologie,IR_BIO_R
NS_BIO_F,BIO_SEQ_NUM,number (8),Numéro séquentiel,-
NS_BIO_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,-
NS_BIO_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,-
NS_BIO_F,CLE_DCI_JNT,string,Clé technique de jointure,-
NS_BIO_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-
NS_BIO_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-
NS_BIO_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,-
NS_BIO_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,-
NS_BIO_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,-
NS_BIO_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,-
NS_BIO_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,-
NS_BIO_F,EXE_SOI_DTD,date,Date de début d'exécution des soins,IR_DTE_V
NS_BIO_F,EXE_SOI_DTF,date,Date de fin d'exécution des soins,IR_DTE_V
NS_BIO_F,FLX_DIS_DTD,date,Date de mise à disposition des données,IR_DTE_V
NS_BIO_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_FLP_R
NS_BIO_F,FLX_TRT_DTD,date,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_BIO_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-
NS_BIO_F,GRG_LIQ_COD,string (3),Code du grand régime de liquidation,-
NS_BIO_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-
NS_BIO_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-
NS_BIO_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,-
NS_BIO_F,PRS_NAT_REF,number (4),Code de la prestation de référence,IR_NAT_V
NS_BIO_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_BIO_F,SLM_AFF_COD,string (3),Code de la SLM,-
NS_CAM_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-
NS_CAM_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-
NS_CAM_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V
NS_CAM_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,-
NS_CAM_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,-
NS_CAM_F,CAM_ACT_COD,string (1),Code activite,-
NS_CAM_F,CAM_ACT_PRU,"number (7,2)",Prix unitaire CCAM de l'acte médical,-
NS_CAM_F,CAM_ACT_QSN,number (5),Quantité d'actes CCAM,-
NS_CAM_F,CAM_ASS_COD,string (1),Code association,-
NS_CAM_F,CAM_DOC_EXT,string (1),Extension documentaire,-
NS_CAM_F,CAM_GRI_TAR,string (3),Grille tarifaire,-
NS_CAM_F,CAM_MOD_COD,string (4),Codes modificateurs,-
NS_CAM_F,CAM_PRS_IDE,string (13),Code CCAM de l'acte médical,IR_CCAM_V54
NS_CAM_F,CAM_QUA_DEN,string (32),Localisation dentaire,-
NS_CAM_F,CAM_REM_BSE,"number (7,2)",Base de remboursement de la CCAM,-
NS_CAM_F,CAM_REM_COD,string (1),Code remboursement exceptionnel,-
NS_CAM_F,CAM_SEQ_NUM,number (8),Numéro séquentiel,-
NS_CAM_F,CAM_TRT_PHA,number (1),Phase de traitement,-
NS_CAM_F,CLE_DCI_JNT,string,Clé technique de jointure,-
NS_CAM_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-
NS_CAM_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-
NS_CAM_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,-
NS_CAM_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,-
NS_CAM_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,-
NS_CAM_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,-
NS_CAM_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,-
NS_CAM_F,EXE_SOI_DTD,date,Date de début d'exécution des soins,IR_DTE_V
NS_CAM_F,EXE_SOI_DTF,date,Date de fin d'exécution des soins,IR_DTE_V
NS_CAM_F,FLX_DIS_DTD,date,Date de mise à disposition des données,IR_DTE_V
NS_CAM_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_FLP_R
NS_CAM_F,FLX_TRT_DTD,date,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_CAM_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-
NS_CAM_F,GRG_LIQ_COD,string (3),Code du grand régime de liquidation,-
NS_CAM_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-
NS_CAM_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-
NS_CAM_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,-
NS_CAM_F,PRS_NAT_REF,number (4),Code de la prestation de référence,IR_NAT_V
NS_CAM_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_CAM_F,SLM_AFF_COD,string (3),Code de la SLM,-
NS_DTR_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-
NS_DTR_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-
NS_DTR_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V
NS_DTR_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,-
NS_DTR_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,-
NS_DTR_F,CLE_DCI_JNT,string,Clé technique de jointure,-
NS_DTR_F,DTR_SEQ_NUM,number (8),Numéro séquentiel,-
NS_DTR_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-
NS_DTR_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-
NS_DTR_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,-
NS_DTR_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,-
NS_DTR_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,-
NS_DTR_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,-
NS_DTR_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,-
NS_DTR_F,EXE_SOI_DTD,date,Date de début d'exécution des soins,IR_DTE_V
NS_DTR_F,EXE_SOI_DTF,date,Date de fin d'exécution des soins,IR_DTE_V
NS_DTR_F,FLX_DIS_DTD,date,Date de mise à disposition des données,IR_DTE_V
NS_DTR_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_FLP_R
NS_DTR_F,FLX_TRT_DTD,date,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_DTR_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-
NS_DTR_F,GRG_LIQ_COD,string (3),Code du grand régime de liquidation,-
NS_DTR_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-
NS_DTR_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-
NS_DTR_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,-
NS_DTR_F,PRS_NAT_REF,number (4),Code de la prestation de référence,IR_NAT_V
NS_DTR_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_DTR_F,SLM_AFF_COD,string (3),Code de la SLM,-
NS_DTR_F,TRS_ACT_PRU,"number (10,5)",Prix unitaire du code affiné du transport,-
NS_DTR_F,TRS_ACT_QSN,number (5),Nombre de Km facturés ou de forfaits ou de majorations ou de suppléments,-
NS_DTR_F,TRS_PRS_IDE,number (13),"Code affiné du transport (forfait, km, majoration, supplément…)",IR_DTR_V
NS_DTR_F,TRS_TRS_MTF,number (3),Motif du transport,IR_MTR_V
NS_INV_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-
NS_INV_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-
NS_INV_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V
NS_INV_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,-
NS_INV_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,-
NS_INV_F,CLE_DCI_JNT,string,Clé technique de jointure,-
NS_INV_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-
NS_INV_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-
NS_INV_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,-
NS_INV_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,-
NS_INV_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,-
NS_INV_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,-
NS_INV_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,-
NS_INV_F,EXE_SOI_DTD,date,Date de début d'exécution des soins,IR_DTE_V
NS_INV_F,EXE_SOI_DTF,date,Date de fin d'exécution des soins,IR_DTE_V
NS_INV_F,FLX_DIS_DTD,date,Date de mise à disposition des données,IR_DTE_V
NS_INV_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_FLP_R
NS_INV_F,FLX_TRT_DTD,date,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_INV_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-
NS_INV_F,GRG_LIQ_COD,string (3),Code du grand régime de liquidation,-
NS_INV_F,INV_ATR_DTD,date,Date d'attribution de la pension d'invalidité,IR_DTE_V
NS_INV_F,INV_PEN_CAT,number (2),Catégorie de la pension d'invalidité,IR_CIV_V
NS_INV_F,INV_PEN_ETA,number (2),Etat de la pension d'invalidité,IR_EIN_V
NS_INV_F,INV_SEQ_NUM,number (8),Numéro séquentiel,-
NS_INV_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-
NS_INV_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-
NS_INV_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,-
NS_INV_F,PRS_NAT_REF,number (4),Code de la prestation de référence,IR_NAT_V
NS_INV_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_INV_F,SLM_AFF_COD,string (3),Code de la SLM,-
NS_PHA_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-
NS_PHA_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-
NS_PHA_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V
NS_PHA_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,-
NS_PHA_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,-
NS_PHA_F,CLE_DCI_JNT,string,Clé technique de jointure,-
NS_PHA_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-
NS_PHA_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-
NS_PHA_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,-
NS_PHA_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,-
NS_PHA_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,-
NS_PHA_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,-
NS_PHA_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,-
NS_PHA_F,EXE_SOI_DTD,date,Date de début d'exécution des soins,IR_DTE_V
NS_PHA_F,EXE_SOI_DTF,date,Date de fin d'exécution des soins,IR_DTE_V
NS_PHA_F,FLX_DIS_DTD,date,Date de mise à disposition des données,IR_DTE_V
NS_PHA_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_FLP_R
NS_PHA_F,FLX_TRT_DTD,date,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_PHA_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-
NS_PHA_F,GRG_LIQ_COD,string (3),Code du grand régime de liquidation,-
NS_PHA_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-
NS_PHA_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-
NS_PHA_F,PHA_ACT_PRU,"number (10,5)",Prix unitaire du médicament codé en CIP,-
NS_PHA_F,PHA_ACT_QSC,number (5),"Nombre de conditionnements (boite, etc.)",-
NS_PHA_F,PHA_CPA_PCP ,string (3),Condition particulière de prise en charge,-
NS_PHA_F,PHA_DEC_PRU ,"number (7,2)",Prix unitaire de l'unité délivrée,-
NS_PHA_F,PHA_DEC_QSD ,number (5),"Nombre d'unités délivrées (comprimés, etc.) si déconditionnement",-
NS_PHA_F,PHA_DEC_TOP,string (1),Top déconditionnement,-
NS_PHA_F,PHA_IDE_CPL,number (6),Préfixe du code CIP,-
NS_PHA_F,PHA_MOD_PRN,string (1),Mode de prescription,-
NS_PHA_F,PHA_PRS_C13,number (13),Code CIP de la pharmacie de ville (13 caractères),IR_PHA_R
NS_PHA_F,PHA_PRS_IDE,number (7),Code CIP de la pharmacie de ville (ancien code sur 7 caractères),IR_PHA_R
NS_PHA_F,PHA_SEQ_NUM,number (8),Numéro séquentiel,-
NS_PHA_F,PHA_SEQ_RNV,number (2),Séquence de renouvellement,IR_SEQ_V
NS_PHA_F,PHA_SUB_MTF,number (1),Motif de substitution du médicament,IR_SUB_V
NS_PHA_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,-
NS_PHA_F,PRS_NAT_REF,number (4),Code de la prestation de référence,IR_NAT_V
NS_PHA_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-
NS_PHA_F,SLM_AFF_COD,string (3),Code de la SLM,-
NS_PRS_F,ACC_TIE_IND,number (1),Top tiers responsable accident,-
NS_PRS_F,AR1_ASU_NAT,number (2),Nature d'assurance autre régime que régime obligatoire (ARO) - 1ère occurrence,-
NS_PRS_F,AR1_REM_BSE,"number (9,2)",Base de remboursement autre régime que régime obligatoire (ARO) - 1ère occurrence,-
NS_PRS_F,AR1_REM_MNT,"number (9,2)",Montant remboursé autre régime que régime obligatoire (ARO) - 1ère occurrence,-
NS_PRS_F,AR1_REM_TYP,number (2),Type de remboursement autre régime que régime obligatoire (ARO) - 1ère occurrence,-
NS_PRS_F,AR2_ASU_NAT,number (2),Nature d'assurance autre régime que régime obligatoire (ARO) - 2ème occurrence,-
NS_PRS_F,AR2_REM_BSE,"number (9,2)",Base de remboursement autre régime que régime obligatoire (ARO) - 2ème occurrence,-
NS_PRS_F,AR2_REM_MNT,"number (9,2)",Montant remboursé autre régime que régime obligatoire (ARO) - 2ème occurrence,-
NS_PRS_F,AR2_REM_TYP,number (2),Type de remboursement autre régime que régime obligatoire (ARO) - 2ème occurrence,-
NS_PRS_F,AR3_ASU_NAT,number (2),Nature d'assurance autre régime que régime obligatoire (ARO) - 3ème occurrence,-
NS_PRS_F,AR3_REM_BSE,"number (9,2)",Base de remboursement autre régime que régime obligatoire (ARO) - 3ème occurrence,-
NS_PRS_F,AR3_REM_MNT,"number (9,2)",Montant remboursé autre régime que régime obligatoire (ARO) - 3ème occurrence,-
NS_PRS_F,AR3_REM_TYP,number (2),Type de remboursement autre régime que régime obligatoire (ARO) - 3ème occurrence,-
NS_PRS_F,ASS_PAF_MNT,"number (11,2)",Montant des franchises et des participations forfaitaires de l'assuré,-
NS_PRS_F,BEN_AMA_COD,number (4),Age du bénéficiaire en mois (si < 2 ans) ou années (si >= 2 ans),IR_AMA_V
NS_PRS_F,BEN_CDI_NIR,string (2),Code d'identification du NIR,IR_NIR_V
NS_PRS_F,BEN_CMU_ORG,string (9),Code de l'organisme complémentaire,IR_ORG_V
NS_PRS_F,BEN_CMU_TOP,string (1),Top bénéficiaire de la CMU complémentaire,-
NS_PRS_F,BEN_CTA_TYP,number (3),Type de contrat complémentaire,-
NS_PRS_F,BEN_EHP_TOP,string (1),Identification hospitalisation en EHPAD ou en EMS,-
NS_PRS_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-
NS_PRS_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-
NS_PRS_F,BEN_QAF_COD,number (2),Qualité du matricule de l'ouvreur de droits,IR_QBA_V
NS_PRS_F,BEN_RES_COM,string (3),Commune de résidence du bénéficiaire,IR_GEO_V
NS_PRS_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V
NS_PRS_F,BSE_REM_BSE,"number (11,2)",Base de remboursement de l'acte de base,-
NS_PRS_F,BSE_REM_MNT,"number (11,2)",Montant remboursé pour l'acte de base,-
NS_PRS_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,-
NS_PRS_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,-
NS_PRS_F,CLE_DCI_JNT,string,Clé technique de jointure,-
NS_PRS_F,CPM_REM_BSE,"number (11,2)",Base de remboursement des compléments d'actes et majorations (hors participations de l'assuré),-
NS_PRS_F,CPM_REM_MNT,"number (11,2)",Montant remboursé pour les compléments d'actes et majorations,-
NS_PRS_F,DDP_COD,number (3),Code de la discipline de prestation (ou discipline médico tarifaire),IR_DDP_V
NS_PRS_F,DPN_QLF,number (2),Qualificatif de la dépense,IR_DEP_V
NS_PRS_F,DRG_AFF_NAT,string (2),Code affiné du destinataire du règlement,-
NS_PRS_F,DRG_NAT,number (2),Code du destinataire du règlement,IR_DRG_V
NS_PRS_F,DRT_ACS_TOP,string (1),Top bénéficiaire ACS,-
NS_PRS_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-
NS_PRS_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-
NS_PRS_F,ETE_CAT_COD,number (3),Catégorie de l'établissement exécutant,IR_CET_V
NS_PRS_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,-
NS_PRS_F,ETE_GHS_NUM,number (4),Numéro du GHS,IR_GHS_V
NS_PRS_F,ETE_IND_TAA,number (1),Indicateur TAA,IR_TAA_V
NS_PRS_F,ETE_MCO_DDP,string (1),Code discipline MCO établissement exécutant,IR_MCO_V
NS_PRS_F,ETE_TYP_COD,number (2),Code du type de l'établissement exécutant,IR_TYE_V
NS_PRS_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,-
NS_PRS_F,EXE_CTX_BEN,string (4),Contexte Bénéficiaire,-
NS_PRS_F,EXE_CTX_PFS,string (4),Contexte Professionnel de Santé,-
NS_PRS_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,-
NS_PRS_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,-
NS_PRS_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,-
NS_PRS_F,EXE_SOI_DTD,date,Date de début d'exécution des soins,IR_DTE_V
NS_PRS_F,EXE_SOI_DTF,date,Date de fin d'exécution des soins,IR_DTE_V
NS_PRS_F,EXO_MTF,number (2),Motif d'exonération du ticket modérateur,IR_EXO_V
NS_PRS_F,FLX_DIS_DTD,date,Date de mise à disposition des données,IR_DTE_V
NS_PRS_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_FLP_R
NS_PRS_F,FLX_TRT_DTD,date,Date d'entrée des données dans le système d'information,IR_DTE_V
NS_PRS_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-
NS_PRS_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-
NS_PRS_F,IJR_RVL_NAT,string (2),Nature de la revalorisation (indemnités journalières),IR_RVL_V
NS_PRS_F,MDT_COD,number (2),Code du mode de traitement,IR_MDT_V
NS_PRS_F,MFT_COD,number (2),Code du mode de fixation des tarifs,IR_MFT_V
NS_PRS_F,MTM_NAT,number (1),Modulation du ticket modérateur,IR_MTM_V
NS_PRS_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-
NS_PRS_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-
NS_PRS_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,-
